width,height,keypoint_0_x,keypoint_0_y,keypoint_1_x,keypoint_1_y,keypoint_2_x,keypoint_2_y,keypoint_3_x,keypoint_3_y,keypoint_4_x,keypoint_4_y,keypoint_5_x,keypoint_5_y,keypoint_6_x,keypoint_6_y,keypoint_7_x,keypoint_7_y,keypoint_8_x,keypoint_8_y,keypoint_9_x,keypoint_9_y,keypoint_10_x,keypoint_10_y,keypoint_11_x,keypoint_11_y,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,quality
135,96,69.74933,91.53474,79.21554,83.06491,101.18312,92.78909,96.75019,118.55809,1.6045727,1.2073336,103.25094,144.6024,84.989944,167.20213,51.203903,135.55217,35.906406,79.52021,127.732445,61.5588,90.26705,34.19949,78.58875,7.338294,9.466209,1.2543564,-3.5447006,54.220505,40.99021620734717,6.5007477,0.016071754796710858,0.6
43,25,78.48499,110.923416,92.07884,75.204155,114.87359,91.10262,117.65578,144.82907,96.34911,153.01727,116.367004,180.5915,6.88065,4.827772,35.384502,197.95816,49.070618,109.348885,158.42812,86.42137,87.23839,34.782127,65.34253,8.494157,13.593849,-19.820793,34.14473,77.927216,43.80537595626016,-1.2887726,0.3682848926856477,0.6
159,96,151.76608,103.51025,151.40788,92.57821,174.31451,103.249886,163.76955,119.29665,1.8784903,1.2833142,176.25433,143.99483,167.76944,172.95625,133.52545,140.88724,115.63568,79.27373,197.71864,71.14772,163.14911,42.657047,160.40314,6.4777794,-0.35820007,-0.26036072,-13.3044815,64.66994,39.72785254107798,12.484787,0.044033035137066134,0.6
132,96,3.5611951,3.8805456,1.9913532,1.6516397,103.91696,99.59679,90.49507,117.52417,1.4227524,0.8960449,112.39949,137.03423,90.53089,156.80608,57.117424,134.87257,49.462334,101.70535,130.1898,72.0877,94.49725,33.685196,96.16356,9.660856,-1.569842,95.71624,100.05371,62.42684,38.03961217218431,21.904419,2.0280674436988333,0.6
123,87,2.1430173,2.4659534,2.0137634,2.2790651,110.98327,129.58345,98.07321,147.14577,1.4175751,1.6745578,115.90404,167.28094,88.304405,189.28708,56.971745,169.12643,50.752083,124.26266,138.33478,99.00971,91.232506,56.59749,99.11476,24.030502,-0.12925386,127.1175,121.98359,74.97921,41.02265850753866,17.830826,2.156167749271188,0.6
203,140,91.118935,101.48789,86.258865,86.45131,123.19824,80.23773,122.07329,108.10804,117.40377,110.07628,126.77203,124.01017,108.59431,164.41702,75.32597,122.49924,65.69904,75.13315,152.91197,87.404396,131.48468,59.023888,132.80954,35.15056,-4.8600693,-21.25016,-11.318161,52.253838,30.56577852366016,4.6987457,0.1549625570280564,0.6
147,92,93.10793,136.48138,99.11096,128.43182,112.71761,138.78781,99.49541,174.70079,1.225455,1.2543685,104.090485,190.04504,71.0659,214.15192,50.014267,198.9824,42.382923,159.73633,147.47821,142.0308,95.83044,88.570526,87.61498,56.23329,6.003029,2.306427,31.304504,85.797516,34.91154743308951,4.5950775,0.021036731294638233,0.6
156,97,84.59059,101.16672,100.53311,88.47789,113.2631,115.48211,106.1929,154.49442,1.0799711,1.1677911,108.305305,181.94757,87.011086,193.75879,51.355335,165.46628,45.573154,115.59914,157.59183,113.21475,3.0495708,3.0867295,114.07369,39.802425,15.94252,14.315392,27.121246,73.41232,44.38667602618653,2.1124039,0.318114176768143,0.6
164,120,88.904366,61.10198,101.36679,55.167736,114.04389,67.35311,109.050476,101.91147,1.5515239,0.7329168,129.36969,133.5328,104.18025,175.62833,61.636757,156.80544,46.8755,109.240395,156.92812,52.31333,1.684935,1.4429489,3.9587505,3.0622635,12.462425,6.251133,54.07266,49.25107,45.44503971917838,20.319214,0.27217091467803267,0.6
50,31,90.55376,81.76305,75.79398,64.76771,116.56997,82.78869,113.21544,125.22287,11.364061,8.584366,114.72255,144.37572,96.23123,178.10568,57.951748,140.61815,49.380924,73.708015,133.55075,61.010994,6.7757673,4.1528583,69.41133,5.631235,-14.759773,1.0256424,8.940308,55.379757,27.615483496846153,1.5071106,0.4486142601542964,0.6
59,37,91.06032,98.6826,91.92312,62.556484,154.9065,73.766655,158.73921,128.3608,141.51056,120.872444,153.51843,158.081,97.87136,185.62962,35.03929,144.2781,24.642174,77.65454,198.87839,70.93149,1.4260188,1.0909867,163.38492,4.83864,0.8628006,-24.915947,15.098057,66.09285,44.06319975718532,-5.2207794,0.3045227050879017,0.6
54,45,79.50897,106.95841,94.78316,79.39114,123.833954,83.00903,113.99223,124.93715,158.8591,141.86346,89.27245,191.17229,6.734384,3.2409625,60.707275,199.46526,36.702133,175.19843,190.01187,33.952053,1.7527615,2.0577993,156.66872,3.4506838,15.274185,-23.949379,95.80728,30.501368,82.37781292208992,-24.71978,0.33229447358722164,0.6
92,58,3.893325,1.966923,1.9332731,2.0648375,154.89456,109.09613,142.41646,149.87386,1.7358738,1.475776,147.16386,168.80519,130.97131,187.5658,109.4806,155.26884,103.9524,108.601555,176.82237,98.52542,132.51215,46.992077,141.01819,13.31282,-1.960052,107.1292,106.53672,85.2126,24.34273555553971,4.747406,3.1855616424234574,0.6
111,69,88.35794,52.11631,90.23957,47.391796,113.28362,72.97563,96.08853,106.76719,0.88318497,0.5630904,116.46779,140.88918,105.237175,165.29454,65.859604,132.07999,48.657257,85.02724,134.5614,51.799404,106.72946,17.294989,105.798584,5.5916653,1.88163,20.859322,37.63544,46.20774,30.01960155155177,20.379257,0.557909177574742,0.6
119,74,90.620094,74.99841,4.867343,1.9660008,105.99045,76.82379,102.82416,96.77452,2.7047658,1.877456,105.11357,109.29064,93.32562,115.76436,81.47239,94.76137,79.541336,76.11478,122.50356,60.09582,101.25004,31.654137,93.93312,16.096523,-85.752754,1.8253784,74.14877,43.9993,23.5054876382231,2.2894135,4.197568984997809,0.6
74,28,96.820366,64.45662,100.68043,48.001568,135.36562,65.07836,132.49356,124.52985,123.509315,132.2248,129.1605,161.81323,109.82969,199.06802,85.46445,175.10242,71.387184,150.65366,172.49318,42.770714,1.7758772,1.5645852,2.930031,1.6466213,3.8600616,0.62174225,102.652084,41.124092,43.31382130267491,-3.3330536,0.16644282362951968,0.6
125,72,80.61123,107.96608,91.004906,87.52898,118.79707,109.9519,108.53378,152.07674,1.4803206,1.3523061,107.49502,176.17044,76.91962,198.11131,51.634716,150.91458,49.69829,92.80279,153.23691,77.458084,102.212555,45.40534,90.72752,12.425234,10.393677,1.985817,5.2738113,65.03285,47.34923506946876,-1.038765,0.31578002386298,0.6
136,165,76.52956,119.20047,91.2993,78.66775,150.62851,99.665375,146.86136,134.74388,0.7279441,0.99540555,180.78741,161.72984,127.529594,211.78722,57.891685,209.67511,17.91481,207.32474,193.60669,47.634575,95.75169,39.550144,49.397636,7.7406635,14.769745,-19.535095,128.65698,39.893913,67.48576209026139,33.926056,0.4426881405497073,0.6
122,80,3.9693336,3.955234,2.5457668,3.6623886,126.55132,123.01619,120.35799,157.82645,1.5197265,1.5513813,131.76202,178.51706,111.97538,201.4153,83.63205,173.3396,66.8414,125.0831,143.69833,105.671555,82.15098,60.978653,75.18349,30.798412,-1.4235668,119.06096,121.42071,74.87314,24.3896769783411,11.404037,2.532887073884403,0.6
79,49,3.1299706,2.2904642,1.7460011,1.190974,94.12015,104.30995,83.97002,134.10646,1.8454041,0.8735914,87.62063,147.2635,65.52097,151.67465,49.573704,136.97581,47.63984,103.65049,103.64781,81.85213,58.65352,38.00138,43.11353,15.182582,-1.3839694,102.019485,102.45952,66.66954,24.395292074203315,3.6506119,2.2659705708666316,0.6
145,90,83.27846,94.50202,3.9729981,2.1946015,136.72862,88.90746,132.40137,136.62454,1.0853615,0.64976096,142.0459,170.59836,121.62226,194.99915,73.66712,143.35822,45.535927,76.32813,169.38434,53.105865,1.1586717,1.2121972,6.2153964,2.7472255,-79.30546,-5.5945587,74.13353,50.358643,48.45771532046562,9.644531,1.2035537423602105,0.6
236,144,73.39068,25.131401,82.02203,15.392949,100.32482,30.401613,106.22383,58.08407,96.357544,64.92365,107.682335,78.528275,99.43864,103.24617,69.10506,68.84021,53.648167,29.770134,131.56154,33.13901,2.5159023,1.5259657,4.5823026,1.1720407,8.631355,5.270212,14.377185,31.96697,31.356432379307666,1.4585037,0.6686202908799559,0.6
84,77,87.17349,127.708115,94.205864,98.56036,127.77991,104.93005,118.039,144.06221,1.9296556,1.5645593,124.08216,162.04378,73.728264,200.45874,49.895363,182.3774,46.325775,152.39278,166.48557,84.57465,105.15498,56.924927,66.93977,12.602183,7.0323715,-22.77806,53.832413,71.97247,43.73179930755876,6.0431595,0.14750934675670568,0.6
83,57,1.6770273,1.3678076,0.73979527,0.7498902,137.47926,97.0359,136.80371,141.26108,1.3908488,1.1978207,136.13217,170.13768,115.07501,175.46106,77.56391,166.17435,52.46048,130.33916,178.266,90.90843,2.5860462,1.7652932,80.090576,4.5881553,-0.9372321,95.66809,129.58926,86.320274,41.244444918203925,-0.6715393,1.0367213645198152,0.6
56,46,2.5042934,1.9226533,1.719902,1.5732487,134.77168,114.55589,138.82263,142.57837,1.2907199,1.3654765,137.71759,156.20285,119.28238,178.49818,78.05875,167.31438,61.89174,141.64828,165.71672,108.48856,3.9817667,2.831714,112.178024,10.948666,-0.7843914,112.63324,140.07504,97.5399,31.53423303586297,-1.1050415,1.4820285527749486,0.6
65,47,99.59224,114.42044,104.78263,96.00932,139.01656,126.69734,138.8498,165.98357,128.40332,167.14659,137.72366,188.0171,126.45323,208.86546,94.070114,191.84018,65.054726,168.36168,172.4438,117.71436,99.14659,42.42608,83.92505,21.431993,5.1903915,12.276901,72.352356,96.28237,34.613215538390534,-1.1261292,0.10373117354788142,0.6
50,44,4.166178,2.8776193,2.3291092,2.80518,135.02122,122.39244,134.88464,159.70586,125.72373,164.76494,134.66551,184.66331,111.47185,193.41223,88.37106,180.48166,75.70349,152.55756,180.02284,125.81117,2.5998926,3.5841095,92.0024,31.658089,-1.837069,119.514824,149.75238,94.15309,45.131289565313914,-0.21913147,2.0505651607729383,0.6
130,54,86.15659,124.090515,97.6943,104.32129,120.87047,119.26778,116.80885,147.81071,1.6566231,1.3519601,123.77637,168.68446,105.885025,199.22713,74.70124,182.17308,69.07136,156.00409,146.23215,81.8366,78.53134,40.203213,57.451553,9.411928,11.537704,-4.8227386,51.6828,72.424675,45.214020445609435,6.967514,0.25005132330503943,0.6
136,72,31.524714,33.361153,18.897434,18.434507,126.2109,112.4236,116.406204,135.18367,31.927393,39.36391,129.63678,155.47319,109.86784,189.68011,81.16578,154.11877,68.924484,95.58162,138.66193,78.60484,88.63666,45.90745,73.05045,20.292604,-12.627279,79.06245,77.14711,58.31224,36.03798462268083,13.230576,1.9974655756210646,0.6
102,42,101.09095,136.65619,103.06876,108.94635,137.43246,93.27637,130.98224,149.21101,1.2866893,1.20841,127.93322,171.64026,105.79435,196.82716,61.51986,159.30185,46.44326,105.652725,183.0239,65.97165,127.93765,21.92258,130.26526,5.7008452,1.9778137,-43.37982,-3.2936249,60.270805,53.14250818333167,-3.0490189,0.2925146279359748,0.6
165,84,99.63463,95.53856,107.718506,62.13271,149.3532,71.539825,141.46446,129.054,1.5487976,0.8978174,153.11172,161.48894,127.96729,216.93317,101.55222,205.98209,92.65021,186.03653,194.6792,58.633278,2.5731165,2.1992238,4.228069,1.6308748,8.083878,-23.998734,123.903824,57.002403,47.12775838868692,11.647263,0.028106607584062582,0.6
61,68,43.382713,125.30548,48.098797,113.61789,69.11095,132.0653,55.266975,163.12732,2.5682032,0.88533694,53.653145,184.0995,23.88959,205.23888,8.522496,7.2909045,12.87294,81.39241,130.04277,130.37259,87.48654,56.194744,163.23166,19.87348,4.7160835,6.7598267,-32.22548,110.49911,60.955331506448175,-1.6138306,0.0018591059311889868,0.6
191,165,86.721016,99.32945,88.75427,90.63366,123.192444,108.99924,114.57633,132.33893,2.0834363,2.0045538,127.34862,150.3466,101.14354,160.62619,66.3054,128.04092,49.151848,99.82121,151.85837,107.669495,108.68392,57.91028,125.95036,29.249504,2.0332565,9.669785,9.187553,78.41999,28.69674925581996,12.772285,0.2972702167642083,0.6
129,63,69.25972,40.507786,71.80906,28.64603,112.02594,42.525333,110.3965,81.44156,104.46164,80.70659,110.34639,101.47113,87.56156,116.06699,58.71353,89.726906,48.488457,36.185043,138.64114,36.872204,1.9255311,1.5894938,2.7314217,1.0865623,2.5493393,2.0175476,7.539013,35.78564,27.208949821587662,-0.050109863,0.14114522036788113,0.6
129,54,5.3730035,5.529147,4.1204357,2.6675632,16.773266,6.8592405,121.29192,18.109188,5.6879687,2.6944788,141.93712,58.991978,128.0298,107.5293,10.635207,9.177517,8.686096,6.5560064,8.606004,6.172184,3.8125715,0.9139689,1.9350073,0.66743934,-1.2525678,1.3300934,3.8884432,5.5047445,8.196109841318465,20.645195,18.807863202290047,0.6
106,79,110.29985,90.936295,121.92443,87.65003,131.76776,107.67198,126.45785,137.71895,118.697365,141.809,124.9796,159.99854,100.5246,183.41582,78.30057,154.28076,63.377865,120.71318,143.99463,85.05089,110.41863,56.90069,94.52672,19.635786,11.62458,16.735687,33.06315,65.4151,25.71400738133505,-1.4782486,0.15943074144296987,0.6
71,47,93.30807,73.25417,92.891174,53.24347,141.28828,56.09535,136.34697,101.575584,1.5571883,0.9950549,146.46654,132.13907,111.04074,168.0116,69.93467,128.87999,49.304264,80.61088,185.85959,57.53813,155.89073,30.047394,151.53848,5.486966,-0.416893,-17.158825,27.367409,52.051167,44.594649821615185,10.119568,0.02940578898974011,0.6
109,79,113.15844,78.304184,110.21948,62.49284,145.91273,83.649574,144.69365,119.15726,133.3336,122.83397,146.11456,150.70007,110.15743,178.13763,66.278305,148.0289,55.50852,107.45205,179.5987,54.72554,1.5384905,1.7581049,3.2512484,2.3542938,-2.9389572,5.3453903,44.95921,52.371246,44.399815024049914,1.4209137,0.012961211207064727,0.6
63,51,102.89812,63.96826,109.48804,63.94529,122.8963,84.65798,113.179665,115.078415,7.422493,3.8950863,136.73885,135.34146,98.73855,159.52264,72.32895,119.0647,52.81486,73.21405,169.2084,99.06766,170.81273,61.79556,185.8206,42.50905,6.58992,20.68972,9.268761,56.55861,48.50205830964698,23.559181,0.10446293030575737,0.6
126,89,76.322655,55.793457,95.72614,48.70441,100.3628,69.149475,102.88627,88.481575,90.62949,97.25107,111.385666,123.591644,88.155205,159.62343,53.242283,130.95961,38.032578,77.90134,140.0351,63.418415,59.43035,22.743189,35.691322,7.5055504,19.403488,13.356018,29.196926,55.912865,40.08411168031037,8.499397,0.5163518068059685,0.6
57,39,3.604954,2.6562676,3.0324976,1.9529759,135.68364,104.00515,122.87113,126.81038,2.6338418,1.457345,127.866104,136.9202,92.43963,165.952,62.468365,119.863,76.48482,78.66232,174.05386,79.500465,128.27364,39.037792,141.44672,10.236137,-0.57245636,101.348885,76.70935,69.26433,45.52750432039029,4.994972,1.6506264103788126,0.6
145,115,93.48397,85.18967,96.481735,72.17797,124.800896,87.69957,108.11761,119.28697,1.0346153,0.78401136,124.47461,139.11174,100.403,152.94667,52.29739,126.04652,39.654884,85.315315,170.2369,63.95056,102.86577,20.185581,91.9985,6.091208,2.9977646,2.509903,13.137344,57.859352,51.268364648187664,16.357002,0.3006643203036091,0.6
113,89,82.58403,97.620674,74.49043,83.74442,119.37607,84.42753,97.538284,137.78949,1.0215049,0.67636144,131.1839,164.5661,94.63887,209.44139,72.96394,193.21173,72.85184,150.6593,163.77802,52.58498,111.23518,19.128523,94.77749,6.244764,-8.093597,-13.193146,66.91488,46.340218,54.639553310925834,33.645615,0.3228050459406093,0.6
84,61,3.8052907,3.1575146,2.625198,2.389967,111.50084,111.054535,112.74647,151.17535,102.708954,159.97476,121.50584,176.18742,97.442825,187.36325,67.845695,157.768,61.088135,110.6964,131.78636,105.587845,114.54922,67.860504,117.57704,25.089529,-1.1800928,107.89702,108.306435,80.498314,21.0092151629544,8.759369,2.8730495079182266,0.6
87,63,75.03087,125.50774,70.51349,116.97982,107.45652,110.29338,101.28812,138.00722,1.7719681,1.7209952,121.38774,161.63158,94.28363,189.45708,60.85638,165.20499,41.749756,138.3896,133.82898,100.488914,87.6499,64.00275,85.74547,51.478065,-4.5173798,-15.214355,21.409782,49.01085,28.135994274543023,20.099625,0.18263637107234243,0.6
97,88,76.577774,98.35996,90.067566,89.92833,118.970695,105.70349,109.62604,139.33417,0.63517785,0.5798428,122.52151,156.41814,98.182625,179.35384,46.08384,155.93985,18.557793,107.260254,168.12877,55.2558,1.7765081,1.177442,132.1067,8.644468,13.489792,7.3435287,17.331924,46.611332,70.43781583001206,12.89547,0.35587019612574344,0.6
179,135,2.0582707,1.5045166,1.1761024,1.54535,139.83595,117.154335,132.81635,149.76257,1.260321,1.2684371,139.35004,172.78436,122.18352,199.22705,83.13859,158.3276,56.613384,99.04031,164.42796,102.69014,91.49629,58.290806,87.07398,10.291061,-0.8821683,115.64982,97.494965,92.39908,28.53033341215181,6.5336914,1.4713178961003193,0.6
75,47,101.11359,128.72803,115.61464,123.95161,118.57756,153.67972,121.49873,180.47935,117.524025,180.68764,106.17341,191.41763,74.03042,161.71729,74.67997,119.470276,135.72751,116.83174,20.250374,3.4681363,7.4574757,5.1073456,125.17442,51.361588,14.501053,24.95169,-7.1198654,-47.89345,179.53204142371405,-15.325325,0.1321098754473462,0.6
70,60,4.415887,2.668497,2.0822682,2.0526588,140.2168,103.15924,141.02434,125.061005,1.8072841,1.4562926,149.69928,155.5524,125.28616,178.09798,105.72861,151.9802,97.39122,104.81548,170.1176,85.581955,105.20109,54.75329,95.37076,13.265735,-2.3336186,100.490746,102.762825,72.31622,34.68456388338738,8.674942,3.763691436653242,0.6
106,64,86.21082,117.49855,82.69852,105.67789,134.15556,92.07562,124.27054,127.933044,1.549849,1.1128589,132.81471,155.37392,98.03631,177.61739,68.67137,164.46779,57.545216,138.69693,168.9924,54.255512,1.8534558,1.3839552,161.02608,6.325243,-3.5123062,-25.422928,33.019043,47.930267,51.41951001719685,8.544174,0.42980039846571294,0.6
161,125,100.70297,67.23052,114.24009,46.019012,145.81834,86.33006,133.98752,117.62387,121.097885,127.867584,143.44037,149.83817,106.726364,186.27402,74.01153,173.30939,54.08307,148.25743,168.77156,73.65078,123.93655,32.200665,130.12154,4.5566664,13.537117,19.09954,102.23842,69.09412,26.22240208512567,9.45285,0.019013541793990507,0.6
106,64,98.99537,110.21383,90.45722,92.6343,128.67978,95.19925,12.28912,31.905518,136.09221,114.46343,160.28181,153.97195,117.15782,189.49933,88.760956,167.11287,71.227554,101.775604,181.19273,63.50156,110.46766,33.91924,94.85533,2.1779861,-8.538147,-15.01458,9.141304,61.323574,61.33802983542539,147.99269,0.48754418092636276,0.6
57,50,104.847496,122.70497,101.803505,99.30093,144.67264,127.22753,130.72379,157.39496,1.5701201,1.7038051,136.30511,180.58028,107.883835,201.49681,55.603527,155.18367,27.2775,95.71854,190.16075,120.50949,144.08884,52.299736,151.559,26.635216,-3.043991,4.52256,-3.5823898,93.874275,45.98152377531968,5.5813293,0.4077417618701469,0.6
207,136,103.152336,86.21931,109.29262,73.94876,125.753296,93.176186,117.06559,122.550446,107.88123,127.752,121.27259,152.20491,109.4461,181.63686,80.22727,143.52916,66.54015,89.2386,144.82188,72.79945,96.67566,33.334183,88.401344,8.037939,6.1402817,6.9568787,15.289841,64.76151,27.907387192549695,4.2070007,0.5646459671052844,0.6
64,51,2.430472,2.1094065,1.3045576,2.342702,133.75116,109.9603,121.9083,147.55183,1.1691213,0.9328355,139.23148,177.73604,97.383514,200.04887,44.388718,166.96191,35.962547,117.249176,161.38666,84.17234,101.02979,40.033684,113.1194,5.267673,-1.1259143,107.85089,114.90647,78.90466,37.79866980756277,17.323174,0.9916465926728018,0.6
168,110,93.89935,105.648766,97.77099,82.82188,126.24213,104.01901,127.229225,131.10002,120.71422,139.33131,127.93512,162.47679,106.96363,196.36256,72.616875,180.60196,57.370033,152.72757,160.7737,78.75919,118.57208,30.061018,128.51462,5.8224196,3.8716354,-1.6297531,69.90569,72.93677,42.78420052010464,0.7058945,0.1003791263129008,0.6
117,76,104.93674,128.99307,96.45674,108.59181,141.02461,108.626205,136.75418,145.61029,126.86863,155.08018,139.17427,163.95746,114.057884,198.83807,83.50197,167.98557,75.10115,115.0331,158.4511,87.81296,106.68196,53.513718,108.805084,14.804086,-8.479996,-20.366867,6.441284,73.00887,27.14541571138045,2.4200897,0.13820803517824198,0.6
134,80,103.21857,117.73216,117.18199,110.938934,125.459305,135.32861,119.03996,155.06337,108.61295,166.53813,121.95676,178.67715,106.70406,205.80768,74.52465,160.91132,74.6089,97.67345,144.76273,104.36304,95.33356,60.69069,81.85293,18.171743,13.963425,17.59645,-13.265488,86.19129,36.48957345257924,2.9167938,0.25843490459755136,0.6
78,45,77.942,85.77994,75.28981,63.10916,109.8664,75.09356,111.96753,108.09522,101.080215,116.72739,114.74096,145.56238,90.9422,192.70854,58.45694,144.77823,48.286568,74.811676,139.61122,43.771774,90.49644,23.532146,81.02313,6.9312096,-2.6521912,-10.6863785,11.702515,36.840565,43.19500560697106,2.7734299,0.8698465893673863,0.6
68,46,4.1764827,2.7730522,2.9840662,2.3304207,116.78923,97.516,109.3194,150.92014,1.5674571,1.1010244,119.11819,173.08519,90.48291,205.97726,71.57429,160.4895,65.55827,92.91976,132.8078,84.80679,89.81774,53.024387,78.12917,16.7425,-1.1924164,94.74295,90.58934,68.06429,20.447945882282248,9.79879,3.0591503120591774,0.6
169,110,3.2358916,1.8758198,2.183947,1.5868148,133.47478,110.00688,133.74593,142.86346,129.26416,151.90309,136.68314,168.22787,126.97932,200.19048,91.68672,174.42369,69.57383,129.20248,154.94534,86.56794,90.22431,53.75903,82.67002,13.385161,-1.0519445,108.131065,127.61567,73.18278,31.786305157920054,2.93721,2.2654563653987756,0.6
211,125,75.423416,99.6372,81.16424,89.13194,97.60071,103.56685,88.47552,129.93396,1.3287692,1.3267634,101.4252,157.2586,88.95441,199.2844,61.88201,178.07184,51.092884,139.69928,123.79474,93.8565,125.204735,32.75718,140.27847,7.7815175,5.740822,3.9296494,50.567337,86.07498,27.935965087671043,12.949684,0.6250151762520952,0.6
121,86,6.8369226,3.222528,2.673555,1.841767,175.95984,120.745926,181.84604,160.04678,178.97723,168.05774,189.62299,177.387,172.02718,205.02634,146.4128,178.40456,129.11078,123.77223,196.66214,104.767235,149.62096,68.859406,126.70177,25.398603,-4.1633677,117.5234,121.930466,79.36863,26.151555155467104,7.776947,4.384224342699298,0.6
107,59,84.71005,134.43758,100.841194,118.49966,119.76651,132.2868,110.20349,173.91528,1.380309,1.1846927,110.70771,189.9219,91.71026,210.68144,61.316063,167.57645,49.689556,99.40146,152.14995,136.84357,119.86233,66.2981,164.41144,21.376358,16.131142,-2.150772,-19.098198,115.46721,32.70246397610372,0.50421906,0.05333870418677944,0.6
107,67,83.80896,115.95603,95.94377,99.41324,105.37556,110.601204,109.09552,136.16937,1.6178713,1.9305637,121.774574,159.09436,104.187645,191.75099,82.76479,186.03331,70.18606,174.02637,124.55611,105.70381,3.3884842,3.2055712,87.6957,49.264347,12.134811,-5.354828,74.61313,56.43946,19.795907022945762,12.679054,0.028106322557043262,0.6
63,49,75.80285,107.60383,78.0834,84.504074,85.89833,112.24864,92.96951,139.62971,0.43429428,0.36055303,109.1063,160.2224,66.33943,198.01126,9.68689,7.4018593,11.60506,12.455269,132.36592,70.146,60.43982,38.283394,46.369484,10.3004055,2.280548,4.6448135,-72.048805,59.845596,62.704617839705975,16.136787,0.33277642311876554,0.6
276,207,89.67265,121.653824,100.96686,113.33043,122.79441,115.03145,108.23763,145.88055,2.8133464,2.0454392,117.716484,156.85391,99.76072,163.91252,74.43521,147.46887,74.36418,115.1884,141.44446,82.31929,2.8768704,3.0679188,100.1091,49.062634,11.294205,-6.6223755,1.8579712,33.25666,37.655139870704176,9.478851,0.20527637006587618,0.6
