width,height,keypoint_0_x,keypoint_0_y,keypoint_1_x,keypoint_1_y,keypoint_2_x,keypoint_2_y,keypoint_3_x,keypoint_3_y,keypoint_4_x,keypoint_4_y,keypoint_5_x,keypoint_5_y,keypoint_6_x,keypoint_6_y,keypoint_7_x,keypoint_7_y,keypoint_8_x,keypoint_8_y,keypoint_9_x,keypoint_9_y,keypoint_10_x,keypoint_10_y,keypoint_11_x,keypoint_11_y,keypoint_12_x,keypoint_12_y,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,quality
120,74,83.7612,8.869489,74.75026,26.62505,4.0787077,1.8292961,97.67734,90.580795,3.096884,2.3515296,120.50161,49.42478,80.00564,113.888054,116.50994,169.20097,118.18916,92.45553,142.76338,146.27266,148.2399,46.24199,3.6213002,3.2446551,3.7302256,2.7636964,80.37290078335285,7.0401926,0.37983536102892324,43.88026637688341,41.156013,1.4396636896540826,21.275657176971436,-9.010941,-70.671555,-3.7555618,0.6
54,43,44.799946,18.369503,65.37866,42.8493,92.147545,23.681309,112.30231,72.20871,3.590347,0.9792849,157.74731,15.036452,72.889946,129.29385,153.15094,166.47601,152.06815,95.555595,186.95493,149.4266,204.54132,9.93165,4.0484715,2.712364,4.0128202,1.49475,81.13740423213984,5.3118057,0.09328449746332912,36.99558532978829,57.172256,11.25591406676601,21.823894500732422,20.578716,26.768883,28.09,0.6
190,118,18.225739,62.02688,22.96227,94.55073,44.861332,75.825905,63.662132,105.76692,3.708209,2.526903,82.7855,90.1673,44.746017,147.31242,91.123985,193.31189,92.59099,151.4102,132.52306,191.07773,128.28575,39.642994,126.336845,89.07918,162.49728,89.5311,2.318802338995866,13.7990265,0.15151190860947938,88.84884347955376,15.599625,11.88505561052196,25.62433624267578,4.736532,21.899061,26.520279,0.6
116,72,22.738169,53.131573,27.570305,81.61273,45.98234,72.94144,90.80756,109.143394,103.988846,70.23444,111.368805,97.620605,83.79937,121.17005,123.46278,166.26544,119.04789,135.50038,148.69188,163.6219,1.5335821,1.788001,140.68323,81.004036,198.9122,102.398445,62.455049086352815,19.809864,0.4699524429011003,85.54479016577311,11.522789,22.170439840034376,18.57622528076172,4.832136,18.412037,61.061203,0.6
50,56,41.51172,64.807304,69.58849,86.3345,102.62087,55.78133,6.3086767,3.9207535,138.21648,55.422085,145.63664,85.227036,72.09833,131.4287,167.04472,168.44267,166.23216,134.00204,212.59729,162.57597,202.31848,60.282173,203.49522,79.3388,220.53006,75.69393,6.339210529349685,9.025974,0.4352891380535463,81.81346900347965,-81.30628,13.56236435622813,26.040184020996094,28.076775,33.03238,30.586609,0.6
58,36,56.26143,12.119221,76.50745,51.381348,99.623436,24.895254,122.89056,76.76316,140.12892,29.702312,139.2589,74.92472,88.66869,97.11817,134.00223,203.95537,143.35463,142.89093,173.59175,194.01952,173.03781,7.4459915,164.72997,28.838036,193.76547,28.86045,0.2143434383627465,12.776033,0.20480260185399835,84.59617287226011,1.83844,22.30604007329154,32.87411117553711,20.246017,23.11599,32.407265,0.6
43,43,57.016426,49.026367,68.07512,83.728775,90.62947,67.02505,124.59364,88.26352,140.35446,59.568653,145.56721,80.89695,98.62065,104.05142,144.92137,133.2674,149.61374,101.53752,177.93217,121.088806,3.3253763,3.0250964,174.50853,61.26593,196.56639,52.79536,34.927075315609386,17.99868,0.04816376622369456,86.01800514830515,7.3665695,8.49494738487931,25.703067779541016,11.058693,22.554352,41.604225,0.6
59,37,55.056366,25.147205,78.11881,63.973793,98.64311,43.939735,126.08231,98.05515,137.16899,50.940693,137.77795,94.172134,89.13663,108.57625,135.35387,212.83202,139.68465,156.00935,170.33923,204.66267,169.1053,21.273626,170.30847,49.250164,192.92647,49.51489,1.0560771382944125,18.79253,0.21770368624732073,88.81833375218618,3.8830185,15.587544740916428,29.430320739746094,23.062447,20.5243,34.08026,0.6
128,97,9.630531,5.1646185,50.924793,49.234756,85.484055,36.834717,88.08145,88.235664,3.3462355,3.1083908,113.01145,64.03206,57.32877,110.09853,115.42776,174.11682,115.87484,109.807655,159.75908,185.51976,1.2559155,1.2643268,157.31252,60.429134,203.67961,64.08303,45.209109295072466,31.670097,0.5971440546431901,89.86305512352715,24.203606,20.376156387072157,28.235088348388672,41.294262,34.55926,47.69824,0.6
156,156,23.10093,50.02165,40.577957,88.02411,80.775925,43.17724,117.51599,82.73149,132.38239,40.36933,139.44354,78.670525,54.9665,132.86066,146.39378,203.75587,146.85562,168.30183,187.16757,209.8125,175.62645,20.53773,182.15057,43.9529,215.0343,41.331642,1.068257891781812,6.84441,0.07585039682850336,88.55226937242271,4.0609665,3.4702415550688244,41.42466735839844,17.477028,40.197968,31.86557,0.6
279,173,41.659184,90.06276,28.150454,112.74889,77.83194,91.57438,75.801476,113.67598,3.9574115,4.2158055,91.38805,109.229126,11.292232,172.55428,86.778885,211.14972,85.08307,158.61037,130.33722,180.23102,140.6379,72.27497,130.87933,76.851715,200.9341,56.639732,21.54414618874425,1.5116196,0.6312169098910232,87.71112605179779,4.4468536,1.5893621357095213,21.930320739746094,-13.50873,49.681488,-30.366951,0.6
148,110,90.75162,28.84353,66.69202,71.24003,3.00263,2.121656,103.253914,88.27294,3.132531,2.4647815,110.98063,86.77608,63.949253,152.58852,116.85548,217.9391,119.08684,137.89369,159.57695,213.54526,154.35396,75.8915,163.195,117.79678,196.37413,108.359024,13.705406089841631,26.721874,0.3060567444998191,85.27139981391906,1.4968643,7.543419624634083,55.7574348449707,-24.0596,-63.68939,-26.802364,0.6
108,54,64.84636,17.868275,66.86261,85.60214,87.00009,52.560608,89.14147,88.44836,2.4091728,1.4130492,113.87039,54.404236,67.55373,135.51106,100.655685,191.80516,115.2136,130.0002,145.0213,199.96143,2.073761,0.892256,150.85056,51.22093,192.73294,45.753128,28.243390054038436,34.692333,0.1449408832306478,86.75072005755196,34.04412,6.814838448244117,50.38770294189453,2.0162506,20.137482,2.707367,0.6
102,44,87.95915,66.423294,94.15789,92.873,100.24718,66.61254,117.84266,81.517975,126.07849,8.474211,131.3747,44.599785,111.49627,110.98059,146.49031,174.87834,144.85028,127.95604,168.36276,147.65471,150.85857,8.503826,152.17348,31.419468,194.23094,33.7419,10.330434944233701,0.18924713,0.46706963390041634,88.6890052135428,36.91819,21.621500744982797,26.355087280273438,6.198738,6.089287,23.537117,0.6
150,93,56.717632,48.462227,30.26838,27.375141,19.578186,17.241907,89.837036,93.21442,70.59854,38.18833,100.900986,93.22131,57.071213,144.46155,88.85193,171.02411,99.01881,114.78104,126.829895,164.97652,135.79471,47.80157,129.35715,86.480865,172.03351,85.204636,6.087969672428372,31.22032,0.5311318173514101,83.04079162406912,-0.0068969727,22.346177001946785,-5.476924896240234,-26.449253,-10.690193,0.35358047,0.6
79,71,64.682846,54.399956,64.67363,77.714005,77.95866,68.23969,96.86484,80.50956,2.7164555,2.1576772,104.951675,79.67791,82.42943,99.97661,103.09304,117.881775,112.69194,109.29742,132.72699,127.680374,1.7697994,1.9367994,148.12665,66.405556,170.11578,66.490875,46.3858320353337,13.839737,0.149120086091309,78.67780427060244,0.8316498,15.936653394791904,16.394180297851562,-0.009216309,13.285027,17.746582,0.6
155,99,77.13086,82.97282,4.287753,3.4114373,2.5480049,2.494278,100.560776,121.675064,104.503365,68.67316,95.64758,129.02283,71.541046,163.31435,85.684105,195.93628,92.480804,165.87215,102.84842,195.01843,120.1651,64.35627,127.36843,89.25361,153.86314,89.30615,7.435797734148835,80.47854,0.2889215089692373,85.41657978908863,-7.347763,8.454351999676675,-39.32210993766785,-72.84311,-1.7397482,-5.589813,0.6
80,58,72.68085,97.76022,71.158806,120.1035,79.35743,116.90083,95.63701,133.32999,5.4664993,3.246574,109.11601,123.524376,70.94829,149.4522,113.38784,200.76108,113.3578,164.82617,131.431,198.84666,143.38522,112.75446,135.68791,122.80887,159.85526,120.2764,13.887319213595973,19.14061,0.12353256095270448,83.62998423225314,9.805611,17.59330317988976,12.772972106933594,-1.5220413,8.198624,-1.7325592,0.6
123,93,96.59034,83.78218,86.5064,83.581184,72.21253,47.987297,110.0388,111.98433,128.20828,67.717445,122.76719,109.40882,84.12097,149.53244,126.55777,199.35976,128.76349,145.23724,149.99289,184.91248,163.56894,60.036175,155.0921,90.48653,185.57098,85.37171,15.730928433549835,35.794884,0.4174389267579539,84.49585503771493,2.575508,17.345774056635904,17.696449279785156,-10.083939,-14.293869,-12.469368,0.6
62,42,96.23726,101.88482,99.83136,129.63916,127.31824,101.46031,140.99509,130.2422,4.311946,2.418676,150.89365,119.9199,117.50651,164.23027,152.70303,197.5172,157.88893,165.18379,180.91107,200.53644,181.39145,70.11844,186.71204,112.13663,210.50388,115.17648,7.070124772379316,0.42450714,0.02454963567759072,84.90976319014926,10.322304,16.59465178119852,27.966598510742188,3.594101,27.486877,21.269249,0.6
160,104,42.71893,69.28788,58.579277,89.68497,59.199257,50.151928,93.15239,80.221245,100.08612,60.033363,100.15855,87.56224,54.30993,138.00813,93.89652,167.07845,101.3898,118.69583,133.5063,156.24214,146.58855,38.00202,140.12737,57.77825,176.55986,53.315563,13.297086864141491,19.135952,0.44317014827597745,89.34414344825291,-7.340996,17.024931327111915,29.965065002441406,15.860348,0.61997986,11.591,0.6
132,75,47.354992,123.848206,35.739685,88.30138,42.924053,74.00555,63.528965,136.16823,32.177166,43.328476,79.46704,137.57056,55.539448,161.7558,89.14914,195.21289,86.18819,182.547,89.510765,198.66794,5.330705,6.6836295,82.96378,109.74133,94.46914,105.15529,1.9439182838391247,49.84266,0.23590981827559543,84.67576810100759,-1.4023285,22.82354564143192,-10.625503540039062,-11.615307,7.184368,8.184456,0.6
92,45,56.106552,97.91471,63.17339,118.37077,66.53692,70.373344,82.65324,97.00155,103.96193,42.291878,102.13193,107.57312,60.35556,164.66882,107.41893,216.10835,110.5081,169.23367,139.53767,209.91667,139.13162,24.30738,133.78326,65.33539,167.72159,61.56408,6.215488272247754,27.541367,0.05382133667214595,89.49039293316291,-10.571571,11.648776273426478,34.22674560546875,7.0668373,3.3635292,4.249008,0.6
75,61,63.517784,12.410667,2.3405507,1.5163114,1.333906,0.78216386,5.2814865,5.704806,1.372319,1.7838403,123.35946,78.314285,84.31688,120.63605,134.05417,189.80273,132.98924,130.43102,177.2572,193.07217,1.5217905,1.5712572,182.37436,80.91885,211.7901,79.76366,40.29286688668699,11.628504,9.025682668006727,81.90818486810008,-72.60948,11.411741162894046,-5.080104112625122,-61.177235,-1.0066446,20.799095,0.6
95,69,85.63733,67.19401,100.976105,88.18137,115.03658,66.419655,124.85619,102.23062,133.2675,63.440025,129.07867,109.155464,83.84563,134.4559,120.54453,177.84366,125.90001,134.47658,143.07701,140.02594,159.71469,49.984627,157.61351,70.82358,193.48143,72.33608,8.054275904207657,0.774353,0.2079941683821398,85.21944702755769,-6.924843,11.994093354466003,21.374542236328125,15.338776,14.060478,-1.7917023,0.6
54,39,37.254776,82.36853,49.169235,106.8172,63.212334,92.19532,91.509094,128.91125,93.05533,66.7181,98.18658,132.04382,58.456673,162.3721,99.757645,196.1244,99.495186,131.19824,127.463356,193.23485,145.62883,41.55091,145.25778,77.100044,190.49661,82.13159,0.48268472411639607,9.82679,0.40124050059647465,79.88432360158914,-3.1325684,9.613368432951916,19.5352783203125,11.914459,14.043098,21.201897,0.6
141,96,75.197044,90.709335,81.877106,105.04477,100.59945,82.88395,4.6726174,3.3607976,121.99724,76.479355,123.22868,120.74213,80.27866,160.73058,121.9825,196.9342,120.99015,143.31148,170.68633,201.52585,3.528933,2.927652,173.68568,73.306335,207.16232,72.36659,38.47890073399786,7.825386,0.7866789936613173,89.59699690298166,-117.38133,16.916610795255167,18.248123168945312,6.6800613,18.722343,5.0816193,0.6
46,29,56.44005,54.38267,54.60704,92.053024,23.521538,22.165243,89.37331,107.12085,99.373795,53.788788,106.075096,100.338554,58.638725,154.76039,110.683945,163.5672,107.33818,122.24155,151.40988,149.76404,4.315431,2.7652159,142.9545,45.660233,189.4932,39.22947,37.151262776561396,32.21743,0.5714846804772742,89.5256078832015,6.782295,8.472481999688412,53.77906799316406,-1.8330078,-31.085503,2.198677,0.6
121,83,44.976723,89.2998,61.0767,99.2162,74.35236,80.937836,91.601105,102.42826,109.040596,53.931496,115.656784,91.76786,66.2125,137.28929,121.959816,174.96124,120.97879,124.982475,161.98418,163.39362,158.0254,30.967184,158.64272,68.20556,202.07344,72.1384,6.886562429556804,8.361961,0.1083653439776806,87.6778148508738,10.6604,9.683922680481245,14.097381591796875,16.099976,13.275665,21.235779,0.6
48,37,21.889973,88.05715,32.365532,111.07128,48.551258,80.51011,83.40733,121.02095,111.09207,63.157627,115.70013,88.64672,43.07663,158.2504,120.38843,181.15248,117.24596,130.37128,151.3465,145.36865,144.05106,46.665817,145.31459,67.39759,205.6504,63.83007,0.8433965589053258,7.547043,0.48151736617169816,88.47769694084649,32.37423,6.715467426341597,26.78765106201172,10.475559,16.185726,21.186657,0.6
54,34,56.99688,51.181183,72.264626,110.46867,95.11476,71.05734,117.57496,96.260796,108.35625,35.72249,121.18499,107.551056,78.70646,147.57086,146.25429,196.64244,147.83435,159.38336,183.00237,190.68053,1.5269849,1.5471894,137.85147,55.3075,186.36433,55.223297,43.7168091226702,19.87616,0.2733993811896769,87.27093347137665,-11.29026,12.290240435560634,49.34941101074219,15.267746,22.850136,21.70958,0.6
59,47,48.576454,50.082706,55.94673,83.210594,66.694046,60.608456,93.11061,103.03439,99.60802,55.95641,105.60472,98.75993,51.563194,134.51857,104.28854,178.32404,105.5276,135.76053,137.76672,161.72617,144.14848,33.99493,141.52414,64.74045,184.5882,62.33679,6.054958390423394,10.525749,0.5807501512199861,88.7290798098289,4.27446,6.21273739183917,27.865013122558594,7.3702774,10.747314,2.98674,0.6
98,72,57.084385,63.747574,63.850574,88.80934,77.24351,54.809902,96.77219,98.89543,106.49761,42.385197,103.27563,102.703545,58.11264,131.90083,96.65741,183.81105,101.62047,131.22275,124.293526,159.19798,142.94315,30.536697,139.9226,51.662296,164.52515,46.456993,20.193881955170383,8.937672,0.5426620078500423,86.39550684974368,-3.808113,19.28724279980588,29.530601501464844,6.7661896,13.392933,1.0282555,0.6
65,51,61.89127,97.75281,3.2937686,2.250276,81.271545,67.71384,110.43511,93.07551,5.179844,3.20133,124.599075,82.06932,84.23555,133.16093,127.606674,186.41115,130.49637,155.10384,155.01408,187.28078,2.161226,2.4251611,162.31837,67.72868,188.11041,64.579956,32.6262555155727,30.03897,0.0750492713927855,84.85267394929636,11.006187,10.47158846546158,-80.48304605484009,-58.5975,77.977776,22.34428,0.6
72,69,100.18275,41.280266,4.831269,2.5556471,95.470055,70.045166,102.26656,111.47621,3.8196526,2.4437468,116.85263,95.92865,85.91579,151.3696,122.91785,175.0486,128.83583,154.92407,158.98431,174.70381,1.2123392,1.6607093,149.0364,97.71506,171.1273,91.40221,26.408787146970504,28.7649,0.3057394552957824,87.02109947263905,15.547562,19.54544590302652,-53.10706877708435,-95.35148,90.63879,-14.26696,0.6
142,105,36.846817,70.79858,52.80762,86.07868,72.06374,54.84621,84.51172,79.61221,98.75274,51.917095,100.25659,76.37877,55.544167,129.62857,99.21217,166.02524,104.57741,117.95991,144.57231,164.0039,152.6365,36.128277,152.74652,46.760777,190.64363,44.238617,7.416034074905113,15.952366,0.3947972013262442,86.67927238221964,3.2334442,22.791454026248275,23.25628662109375,15.960804,19.256123,18.69735,0.6
81,68,22.299427,41.932507,30.139328,57.163544,42.121346,24.555378,66.955605,68.7243,72.65365,18.40092,78.44138,65.454666,33.717373,112.39934,89.190704,147.81685,83.60427,100.06345,114.21614,120.526375,13.508508,3.0689275,99.7421,39.355503,137.4389,32.988598,31.023023073368158,17.377129,0.47978102023837,87.32533493944037,3.2696304,11.944321809159447,23.919601440429688,7.839901,11.9820175,11.417946,0.6
196,127,79.34247,102.91708,91.95921,118.789276,107.21765,111.236404,108.79267,133.32721,3.794376,2.8191402,129.33481,113.18483,94.91424,158.63144,131.85088,216.05171,133.70532,185.22638,12.380632,7.1885915,2.6360497,1.6187845,148.93433,107.190605,200.43802,87.430756,39.258832041246144,8.319321,0.31351007168001144,37.61748395945416,20.14238,2.8916248368007302,11.712532043457031,12.616745,15.258438,15.57177,0.6
212,188,45.112583,65.23079,59.40556,93.0599,81.252556,68.99124,99.809975,90.8927,112.49092,59.998577,104.565865,99.30787,48.02147,127.358376,95.27913,172.62445,107.24363,129.44812,130.17221,164.83777,4.103808,3.458979,148.72537,68.66749,186.89572,61.990444,28.07458477322217,3.7604523,0.2657530739388789,86.29964739366949,-8.415169,3.151951709764049,25.948883056640625,14.292976,21.846996,2.908886,0.6
114,84,45.705414,74.43083,44.376488,101.528725,62.441135,92.25082,73.14408,120.85624,86.0555,97.25309,77.932495,126.12584,51.26286,158.58311,74.36184,184.28252,81.463524,136.08777,102.518036,179.13515,4.2013416,3.5500124,105.47547,98.522064,134.81464,97.81843,27.872248214808813,17.819984,0.19957845472601854,88.58766729588723,-5.2696,14.35905764730363,18.187904357910156,-1.3289261,18.064648,5.5574455,0.6
191,128,73.19855,33.13301,71.002,63.896324,4.7104163,2.78405,87.82991,63.845245,3.207971,1.5707679,99.60306,36.25193,77.77848,87.197685,107.08112,143.06061,110.99536,91.11352,130.4793,126.25368,109.18826,19.567125,119.06441,49.228428,142.7957,42.904633,3.6351302331162856,30.34896,0.27367587188730524,85.57526175160308,27.593315,16.131212189068364,45.93779373168945,-2.1965485,-66.29158,4.579933,0.6
67,36,91.3336,65.547844,78.25172,103.51472,99.04543,100.39548,111.20204,121.62386,123.81891,68.29746,121.080956,106.87065,84.66498,155.13173,125.316956,205.27531,132.54958,163.71541,163.38525,208.42972,2.5573678,2.533803,149.30464,82.87488,184.2242,78.96016,31.59730338404613,34.847633,0.45898203146812167,86.06605553889159,14.753212,9.0688961944916,20.543052673339844,-13.081886,20.793716,-6.668625,0.6
131,59,80.78097,21.871742,75.71916,66.33677,98.00232,49.435295,103.22858,118.09381,3.4444313,2.848044,114.60595,99.676056,80.83142,165.74243,112.7908,209.2486,119.70576,154.16869,158.14026,193.11543,2.208812,1.6668617,161.47702,99.6318,194.29597,98.19572,36.65666866904509,27.563553,0.5279916492595025,88.9048375912184,18.417755,3.622128383138616,30.683250427246094,-5.0618057,22.283157,0.050453186,0.6
148,83,56.764763,44.80152,2.3928776,2.0684645,1.99145,2.0114012,92.66014,102.89045,2.3652115,1.8991601,115.72197,60.90676,63.91404,158.73965,123.87431,200.57857,123.22685,116.96814,150.64876,189.568,141.0458,45.740322,3.370587,3.6566608,2.4871233,2.4008093,58.69426070600579,42.79012,0.4875573181269798,54.954324292998294,41.98369,15.997238819457237,-21.33799719810486,-54.371887,-0.40142763,7.1492767,0.6
99,45,47.285606,52.561916,55.27363,88.01748,88.673546,41.526867,100.66438,70.62436,3.958528,1.596548,122.221115,47.55103,82.77557,108.538956,140.79922,165.60959,140.02669,115.71515,169.75906,146.504,168.03027,15.845205,168.74112,44.460815,197.24976,39.16645,9.762542335526305,11.035049,0.3610419898938737,81.62861446525585,23.07333,11.36824512910556,40.973087310791016,7.988022,33.399918,35.489967,0.6
95,62,103.61504,56.772797,74.09838,80.64593,90.11694,77.849174,113.2307,128.74028,5.342367,3.7068496,128.65456,100.677864,93.67848,161.69879,125.60588,208.51752,130.9165,165.52617,154.65314,192.71161,2.1003318,2.1563408,152.15561,97.26474,186.8493,94.77189,34.5698924315741,21.076378,0.552220485890119,86.8817553160381,28.062416,2.8879532008076154,13.334938049316406,-29.516663,16.018562,-9.936562,0.6
222,87,60.10125,77.89139,72.68718,104.24552,80.320564,84.80267,99.27814,125.48547,115.058624,53.928032,118.651505,95.02228,91.13354,156.48428,125.94165,208.64877,125.50534,165.59251,152.93484,203.59734,137.8337,40.013107,143.40471,61.79216,166.66609,57.264507,5.74020502374141,6.9112854,0.5239198256786122,89.82617049175978,30.463196,9.166595779862725,22.89849090576172,12.58593,7.6333847,31.032288,0.6
34,16,67.61722,42.34819,56.992687,146.39035,105.439735,52.341965,137.76509,94.32832,144.18451,8.378859,130.30771,110.86782,60.386597,193.08115,8.104758,3.6348171,134.52127,177.13483,11.33387,6.1520634,185.06407,11.134469,184.80438,38.11803,220.26445,33.553097,81.02166860934577,9.993774,0.261716235626265,59.17401936115792,-16.539497,11.191370683886518,99.04527282714844,-10.624531,48.44705,-7.2306213,0.6
66,48,52.895306,99.5461,53.915962,135.76132,3.5636601,3.6215515,70.56706,133.62479,97.97533,95.60528,102.859,112.60589,40.8754,185.83116,95.02623,215.51784,99.628845,152.80705,132.01645,197.86725,145.67026,54.891296,147.91034,100.852806,203.19778,90.0646,16.496398848098224,95.924545,0.2624742188339272,85.04834806459803,21.018898,11.485334294828306,84.17749786376953,1.0206566,-50.352303,-12.019905,0.6
127,128,75.15637,65.149284,80.73879,81.02201,96.58942,65.91394,106.91373,86.546555,2.9181416,2.0883698,135.37946,59.306557,85.03091,129.58865,113.684494,159.2421,122.794014,146.7362,158.06046,146.21599,2.4326315,2.0287771,172.91788,59.366417,208.815,60.530266,49.04226516757622,0.76465607,0.07042718567119655,87.45939753566614,27.239998,12.634560699080822,15.490394592285156,5.5824203,15.850624,9.874535,0.6
94,71,78.638565,92.793175,82.61869,106.76012,95.67268,88.37685,8.066404,4.961371,122.07879,83.206566,123.43536,129.56296,77.530846,146.03726,121.13192,189.22238,121.09897,128.01291,148.5776,174.49081,150.64366,64.61877,147.73642,86.45954,185.98178,86.18318,1.491283920865854,4.4163284,0.854527981015675,87.24143889763694,-124.601585,2.532461331666738,16.17510986328125,3.9801254,13.053993,-1.1077194,0.6
105,105,61.964977,70.80021,88.21978,88.38295,104.75333,59.49733,154.94435,103.45718,177.51382,67.27072,187.09146,93.11521,121.95403,134.28368,206.00804,171.9071,198.63452,131.7815,6.984996,6.6165175,2.725859,2.1460617,3.849347,5.7538195,5.733609,1.3474176,23.234216088005837,11.302879,0.3366935340004149,28.883176661145555,10.341965,10.59232631103221,23.234176635742188,26.254803,16.533546,59.989056,0.6
77,33,11.392537,4.5399876,2.8945305,2.1131701,3.069665,1.7958363,3.9321806,2.8736382,2.301574,2.9719102,124.584015,94.30554,96.64399,134.67705,135.66011,195.16052,130.7449,146.12917,164.07513,190.81747,1.8653654,2.4841893,163.6528,82.033875,195.47432,85.89865,47.66277876606954,2.744151,5.348446578245475,83.95521739123775,-91.4319,0.5109367774563793,-1.0547418594360352,-8.498007,0.17513442,85.25145,0.6
63,51,47.998093,69.530815,42.74697,97.27728,54.2484,67.46891,70.95813,116.56594,18.15357,8.555671,87.702896,105.53065,48.486317,157.14986,89.30322,207.43565,97.10544,164.1997,126.59813,201.05867,122.620575,37.386536,132.38567,96.776726,173.28236,97.501076,2.4068254597178225,2.061905,0.8730950252908777,85.92369893919386,11.035294,9.291157231648157,28.777420043945312,-5.2511215,11.5014305,0.48822403,0.6
