width,height,keypoint_0_x,keypoint_0_y,keypoint_1_x,keypoint_1_y,keypoint_2_x,keypoint_2_y,keypoint_3_x,keypoint_3_y,keypoint_4_x,keypoint_4_y,keypoint_5_x,keypoint_5_y,keypoint_6_x,keypoint_6_y,keypoint_7_x,keypoint_7_y,keypoint_8_x,keypoint_8_y,keypoint_9_x,keypoint_9_y,keypoint_10_x,keypoint_10_y,keypoint_11_x,keypoint_11_y,keypoint_12_x,keypoint_12_y,keypoint_13_x,keypoint_13_y,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,quality
180,150,31.731754,84.64318,91.006805,84.50714,101.20004,80.97816,118.71568,80.38854,84.61449,101.65359,108.77731,113.86443,83.54928,158.88722,99.2566,149.70332,147.27605,97.391754,139.6023,160.1921,160.44858,162.84833,102.82105,35.430046,64.5205,39.126633,46.603626,32.500202,7.783622741699219,9.183899,52.31157,-0.96498644,2.6562347,20.846283,47.19921112060547,43.50262451171875,50.12905502319336,-190,12.210846,0.6
186,138,20.214436,78.19978,88.92569,81.80606,123.79758,74.193596,149.15668,75.47223,84.2797,101.56781,105.34587,104.60044,64.85597,130.3884,103.92538,128.69724,142.19568,96.56938,125.93399,151.61653,147.94257,168.96394,119.63817,46.477016,88.55875,52.937767,70.51635,21.197832,10.340019226074219,1.6911621,32.127853,-0.4372788,17.347412,22.008575,30.940898895263672,24.480148315429688,56.220083236694336,-595,3.032631,0.6
35,38,51.9595,67.99956,118.82209,60.50482,151.4388,56.147152,209.2427,64.094894,100.077774,105.483025,139.73282,130.12404,47.33091,152.82692,103.47425,170.64362,198.58566,107.56517,147.88554,186.83092,174.81026,216.27336,129.23859,7.904924,50.63433,26.661366,26.90616,6.4293776,15.44247817993164,-17.816696,63.078445,-0.2992418,29.442444,26.924713,54.28168344497681,35.52524185180664,55.757229804992676,-2618,24.641014,0.6
154,124,30.624216,52.79045,141.97757,51.821068,201.27695,55.808228,219.08853,56.64849,96.93224,96.89635,133.6841,111.32523,17.489424,108.90537,133.31499,139.98895,214.7196,82.71921,158.00883,178.9939,210.5792,165.0967,170.46112,5.6053896,5.59647,4.1740456,5.5302243,2.2065616,7.8451995849609375,-31.08358,57.269745,-0.13276957,-13.897202,52.57036,48.66166973114014,50.093013763427734,52.060497760772705,-4581,14.428886,0.6
73,56,70.52971,92.90929,102.86868,74.05945,139.12845,94.65881,176.75047,84.925766,111.21214,88.62106,140.6255,107.47581,103.19987,167.03891,135.80489,127.848495,165.59369,93.57181,149.79953,144.80441,165.65329,175.54054,130.1402,42.47303,95.630295,59.474327,75.13584,32.21466,28.5828857421875,39.190414,34.276688,-1.177474,30.73613,15.85376,44.165306091308594,27.16400909423828,54.423675537109375,24,18.854744,0.6
180,112,32.472534,41.28886,118.07832,35.96201,144.45175,28.259775,209.80063,25.514027,92.892624,79.91786,128.36528,79.389824,72.46794,156.32549,123.978874,100.74589,171.91988,54.07966,153.33401,138.54636,167.96954,190.29756,145.40855,3.5333052,2.9779024,2.3307352,3.4979131,0.7447885,23.477067947387695,55.579597,46.66623,-1.0280929,51.751205,14.635529,29.22286319732666,30.42543315887451,32.01137983798981,130,0.528038,0.6
45,75,37.125,76.71776,26.834368,16.723576,127.28067,72.28325,173.24142,83.89601,97.10893,114.008766,137.34329,121.62376,61.46461,149.42966,125.311226,149.14235,181.22525,124.47085,143.23865,188.30927,172.19733,206.47644,135.59926,27.509558,45.75718,36.751354,19.831795,10.842194,91.3631477355957,0.28730774,24.671501,-0.20840578,18.167175,28.95868,34.89558982849121,25.653793334960938,51.56295394897461,-779,7.61499,0.6
61,54,73.6039,63.67697,120.3156,67.78235,162.83879,73.242294,184.2622,76.81177,112.29074,86.0127,138.55702,105.54554,60.423607,89.481026,128.45447,125.317795,192.82014,108.96937,139.01172,182.54195,198.51755,205.44005,136.29979,21.714115,70.51689,13.850074,44.74122,4.6027517,18.594741821289062,-35.83677,16.348427,0.14719675,22.898102,59.50583,48.66422653198242,56.5282678604126,65.77558994293213,-1709,19.532837,0.6
198,123,48.036266,106.68625,96.37836,94.90858,133.7787,88.65612,169.0963,82.03276,91.70697,114.14248,112.899475,115.910225,64.732895,181.87852,113.31784,138.00734,150.20253,113.23915,112.57687,178.66873,128.86394,214.14777,116.30404,41.115444,81.88243,57.6477,52.123653,23.18777,30.90594482421875,43.871185,24.768188,-0.8030849,35.479034,16.287064,51.95547866821289,35.423221588134766,69.88315200805664,207,1.767746,0.6
114,71,45.45262,41.177353,91.76323,44.70894,133.87904,41.181717,151.22972,45.69459,78.31122,78.87909,108.89649,96.2538,76.99981,138.53001,109.56549,127.71356,143.21683,87.31298,124.917145,174.81993,138.1697,212.56378,126.713196,5.8202667,6.994678,4.0615783,4.512478,0.96370006,8.04446029663086,10.816452,40.40058,-0.77347237,37.74385,13.252548,37.370384216308594,39.12907266616821,42.226950883865356,-475,17.37471,0.6
192,120,21.787315,62.980488,73.393135,58.903175,102.73473,56.1027,140.6613,49.57046,69.30133,95.959656,105.72821,109.81876,62.10498,153.91136,88.653465,148.19244,138.44438,104.14571,133.51776,190.31671,155.02266,199.03894,90.83791,12.786917,56.019707,10.710316,34.67598,3.1438668,16.21050262451172,5.718918,44.04673,-0.6518999,8.722229,21.504898,44.1022891998291,46.178890228271484,53.745339155197144,-442,13.859108,0.6
123,89,82.0944,44.673656,129.76237,45.251236,146.378,44.209152,166.75636,42.801666,124.53472,64.45745,145.23322,73.490845,107.95638,116.03064,149.48972,94.4073,169.46452,60.40567,170.2512,114.47892,195.84476,145.97171,151.84137,8.171421,8.239261,4.697856,15.342436,2.9120307,2.914073944091797,21.623337,34.001633,-0.90435135,31.49279,25.593552,36.06250762939453,39.536072731018066,41.321897983551025,-490,9.033394,0.6
78,56,18.239582,9.297513,103.44803,111.230576,151.50146,111.299805,183.50255,107.343796,110.91232,130.08496,129.05849,163.08447,90.9869,200.36557,109.523994,200.08765,167.59811,152.3052,168.81012,199.20679,192.4701,218.53516,148.0332,64.986626,114.89285,59.55832,104.271545,0.628314,150.99081707000732,0.27792358,47.78244,-0.62732804,19.32837,23.659973,19.806297302246094,25.234603881835938,84.1646089553833,-434,32.99951,0.6
282,159,61.14423,79.87033,87.248856,76.499344,157.68799,67.42061,170.54008,70.73009,90.83104,107.79908,109.839935,128.21158,77.75754,172.25078,113.65901,149.0897,150.77829,79.65167,132.54315,173.22261,157.48369,194.38965,151.09729,30.478691,102.57306,38.1918,86.26001,21.596329,18.218978881835938,23.161072,69.438034,-1.2681204,21.167038,24.940536,43.151405334472656,35.438297271728516,52.03376770019531,-816,20.412498,0.6
144,89,52.773655,76.30898,113.06014,80.55517,155.62868,83.48544,187.41942,78.925995,110.90983,116.819496,134.57747,127.7283,82.533104,148.6976,135.06429,148.50253,177.56789,125.078285,164.67842,186.31934,194.03455,197.20163,147.50883,19.233538,75.37923,25.27429,53.217464,4.1504774,8.805633544921875,0.19506836,23.424248,-0.24853338,10.882294,29.356125,60.58535575866699,54.54460334777832,75.6684160232544,-611,10.908806,0.6
147,90,76.20281,109.82372,5.297156,1.1810883,122.583176,101.07122,165.19763,111.75971,98.058975,143.0765,131.03658,151.59027,87.604385,189.67824,116.166145,182.72522,161.50414,164.11038,136.72214,207.66154,9.148859,10.723837,130.56644,57.394386,91.48805,63.605873,58.712975,1.7716792,12.96066029866536,6.953018,18.614838,-0.3459803,-196.93771,-127.57328,50.157168070475265,43.945681254069015,105.77987519900005,-108,8.513763,0.6
186,75,21.535727,79.81409,108.429855,87.407684,124.556656,66.94004,165.28226,69.903595,91.90253,105.52467,106.27295,115.464615,81.24161,162.74377,87.15992,156.86536,129.96838,152.7387,104.33035,201.75732,144.156,216.1579,125.10588,9.261414,8.223568,3.846515,2.173984,1.3060902,30.378135681152344,5.878418,4.126663,-0.20533025,14.400574,39.825653,66.75493621826172,72.16983485221863,74.71025955677032,113,9.939941,0.6
97,64,45.572758,50.607307,1.9784579,1.3399756,110.588646,45.920074,145.15456,51.470535,88.527985,98.14169,104.3412,106.9248,61.12505,134.85802,106.07345,122.08936,140.3851,89.7016,124.46644,146.30748,145.54088,170.16377,101.10159,19.203354,70.37723,11.189452,12.990888,2.4636648,6.825126647949219,12.768654,32.387764,-0.5697248,23.856293,21.07444,30.129287719726562,38.143189430236816,46.86897683143616,-508,8.783104,0.6
98,66,72.03517,63.555695,107.51171,65.18281,135.61064,61.907745,150.2366,64.20594,95.10933,90.40208,109.39575,108.287445,73.78909,101.50206,100.341415,118.02014,125.02862,110.15437,99.41969,148.95671,121.06759,151.52945,119.62321,21.831188,82.50962,36.034176,63.25488,23.098017,3.9253082275390625,-16.518082,7.8657684,0.16886014,2.5727386,21.647896,41.88185501098633,27.67886734008789,40.61502647399902,-308,17.885368,0.6
168,96,57.435173,95.083534,120.20491,94.36897,142.2903,85.36857,167.76363,87.13556,121.43448,108.4,146.64613,115.29651,104.635216,141.38449,144.78688,142.80222,171.9274,115.32166,163.43066,172.13052,196.56975,178.31013,141.82458,44.087467,89.53146,39.509617,67.76484,9.843859,16.948379516601562,-1.4177246,27.480553,-0.38730842,6.179611,33.139084,46.40169143676758,50.97954177856445,80.64529991149902,-570,6.8965073,0.6
76,46,59.825066,133.94861,92.4687,154.15846,101.99461,145.27348,150.7414,144.89426,111.54458,170.15019,143.25433,171.76237,117.95517,211.35837,136.9093,205.93431,159.2411,181.992,14.564961,10.152653,139.72754,218.28133,105.70653,129.83148,74.830605,99.50831,46.25425,44.57534,21.240203857421875,5.424057,23.942307,-0.7112922,208.12868,125.162575,14.737213134765625,45.060386657714844,99.99335479736328,-166,1.6121826,0.6
93,87,63.642178,58.598064,117.81714,56.27656,104.95336,51.644333,156.45953,60.404312,98.06149,76.30773,127.804886,86.20163,80.78262,108.790306,95.63309,117.68591,168.1332,119.0939,150.89764,194.3299,175.15698,215.36388,98.62408,23.451769,62.496418,20.385374,37.092777,5.5316434,11.08148193359375,-8.895607,-1.4079895,0.11795683,21.033981,24.259338,33.2790470123291,36.345441818237305,51.199172496795654,-312,9.893898,0.6
96,78,41.224083,70.68842,117.98846,74.205185,139.72565,72.074974,175.2026,70.198715,109.89109,115.53509,142.1257,125.49989,87.73581,146.31543,144.48392,144.0415,190.1688,120.50631,154.40291,175.70485,193.05235,196.3269,139.21808,28.352331,81.11568,37.68703,53.637417,6.346794,5.3930206298828125,2.2739258,23.535194,-0.25196102,20.622055,38.649445,43.43949317932129,34.104793548583984,65.44503021240234,-615,9.964806,0.6
58,48,49.974285,86.8193,2.7724776,1.5639082,110.14932,67.36806,172.15744,55.22627,98.463745,116.255264,115.5761,103.2522,108.28764,142.48761,131.04663,111.73391,141.0183,81.553604,148.80173,117.96421,179.29495,127.93671,102.720184,42.603886,72.232285,41.183704,60.116295,15.109405,34.029511769612625,30.7537,30.180305,-1.8616802,9.972496,30.493225,27.200654347737625,28.620835622151688,54.69513543446858,-190,13.003067,0.6
158,109,36.42827,82.253,114.81082,69.797424,128.05527,63.427032,184.97144,53.104477,109.20744,90.73893,130.97144,104.28892,77.61375,180.42574,123.1761,139.82298,161.59135,79.259705,131.2664,179.44638,159.30058,184.04123,134.714,20.157967,79.50317,32.956486,71.341835,6.462762,35.51891326904297,40.602753,60.56328,-1.2046787,4.5948486,28.03418,46.987510681152344,34.18899154663086,60.68271541595459,-599,13.549988,0.6
149,133,35.16588,111.88304,69.023674,113.26693,115.65102,105.46648,144.52396,104.95836,71.73474,147.13634,90.0268,152.46667,54.805473,183.58754,83.11772,165.22743,144.85475,130.28828,115.50794,178.6562,148.10028,198.15973,120.69534,72.90318,71.3144,50.778866,40.183525,8.80829,14.725135803222656,18.360107,34.939148,-0.59188986,19.503525,32.59234,35.99052429199219,58.11484146118164,100.08541774749756,72,5.3303375,0.6
74,50,35.692657,90.45911,99.208725,88.91763,151.83919,76.71553,171.7432,75.58583,98.676575,120.82932,134.14131,113.759575,79.62503,158.59871,139.4342,149.99745,175.07921,121.14492,143.0503,181.12746,172.36713,181.36914,162.50102,40.41662,100.44957,26.627666,80.182846,5.344677,27.07537841796875,8.601257,28.852531,-0.39237455,0.24168396,29.316833,42.502906799316406,56.2918586730957,77.57484817504883,-709,7.069748,0.6
49,45,10.726076,100.81063,85.74536,112.42869,90.32261,110.68841,166.29614,108.20181,90.78854,124.69537,113.49089,145.17204,80.44353,182.1787,122.60763,167.85754,161.03487,117.73347,140.51178,184.13152,194.66153,215.01437,83.794464,64.11917,35.73673,45.31005,11.091945,22.32119,14.443504333496094,14.321152,50.124077,-0.79965454,30.882858,54.14975,43.91321563720703,62.72233581542969,85.71119689941406,-781,20.47667,0.6
142,99,51.653923,69.62666,2.0052075,1.8816497,118.27767,59.64838,134.12543,62.35652,88.43455,95.95314,114.40865,99.6526,64.67298,160.1926,104.995415,124.42125,135.66971,97.14476,103.69536,171.70195,138.40793,189.53519,127.770584,21.868505,70.66692,39.16747,48.400677,15.653017,11.498948415120445,35.771347,27.27649,-0.88803864,17.833237,34.71257,42.00868161519369,24.709718068440758,48.22417004903158,-1,3.699463,0.6
78,59,96.241,91.73817,143.73997,93.98863,186.43521,94.864334,189.45444,91.92282,144.61246,104.053314,166.06676,118.622345,138.06932,168.85358,162.57158,144.75275,184.78436,120.87134,162.36557,169.89839,191.03406,180.64919,168.31277,58.421444,136.30177,51.574047,117.130264,12.042558,5.191978454589844,24.10083,23.881409,-1.0271261,10.750793,28.668488,34.7070426940918,41.554439544677734,81.08592891693115,-24,14.569031,0.6
119,88,71.9144,94.832924,137.9968,90.867256,156.94933,92.67569,179.8092,91.34246,127.40903,100.295456,142.96417,103.66067,103.316505,130.49896,135.40445,127.176285,15.502001,19.095455,132.02623,173.30936,155.57408,134.63153,146.36642,58.221493,98.00289,78.62803,83.47418,38.830357,5.298896789550781,3.3226776,108.080826,1.268623,-38.677826,23.547852,34.20808792114258,13.801551818847656,53.59922409057617,-1933,3.3652115,0.6
156,98,45.65078,70.651245,2.4296584,2.6585128,146.78496,76.27735,170.08458,74.82285,98.32354,119.82321,124.77448,107.604004,72.21289,158.99876,132.59407,125.491776,152.38318,105.21905,141.75092,169.34695,171.73901,166.67802,131.73329,33.305748,95.92534,32.41496,73.40654,4.793125,6.5318145751953125,33.50699,20.272728,-0.67081857,-2.66893,29.988098,40.61139678955078,41.5021858215332,69.12401962280273,-280,12.219208,0.6
75,62,57.132103,92.96391,131.47159,83.06442,143.8051,83.48894,172.16481,81.105415,133.78607,102.30673,154.56583,103.10599,105.95572,160.43939,157.71765,108.60494,169.95052,99.92472,142.92014,168.65196,171.29211,171.38556,134.0306,44.496918,97.199875,56.950294,54.02772,35.509212,15.616477966308594,51.83445,8.680222,-0.9456186,2.7335968,28.371979,40.65875244140625,28.20537567138672,49.64645767211914,92,0.7992554,0.6
100,76,32.205772,87.31015,2.7168627,4.0205436,127.47627,85.03113,159.06154,87.62198,107.66876,119.66262,136.44037,121.62874,108.66845,172.81648,121.72261,164.63724,165.55458,117.567856,140.11862,172.69804,177.14856,156.65619,121.7577,31.006224,69.732666,38.831795,44.252563,7.061838,3.24658203125,8.179245,47.06938,-0.97121435,-16.041855,37.029938,55.64819526672363,47.82262420654297,79.59258079528809,-127,1.9661179,0.6
214,179,79.14899,95.68964,112.65266,92.98558,121.09249,89.68797,160.86838,92.814316,114.87029,102.72194,134.41917,117.3545,102.58011,142.62566,115.00518,146.12186,155.3055,123.44491,136.44124,167.61853,160.97353,192.78864,113.08508,41.00237,72.731316,44.112755,53.37813,12.43709,6.2128143310546875,-3.4962006,22.676949,-0.3637858,25.170105,24.532288,51.7920036315918,48.681617736816406,80.3572826385498,-211,14.632561,0.6
91,63,23.37093,67.06639,1.3849578,1.1538727,116.91406,56.961605,159.5266,54.428547,81.65491,101.1579,108.86243,110.25505,63.36519,143.40724,98.96387,155.7169,139.36386,88.47886,146.84671,129.7816,175.09534,152.17487,101.1181,12.386062,60.28825,18.96386,25.316822,5.6012225,15.16175333658854,-12.309662,67.238045,-0.7227545,22.393265,28.248627,47.09945265452067,40.521654764811196,53.88429180781046,-1445,9.097153,0.6
61,51,49.824486,42.44565,80.71313,46.23101,139.0523,45.34124,170.21591,46.980972,87.05506,81.02725,125.476654,80.38647,83.146515,129.7248,107.496475,136.35445,164.43332,75.257256,145.69008,128.8247,194.03398,129.60597,109.168396,10.488361,85.97604,21.718342,69.481575,7.1388917,5.6081390380859375,-6.629654,61.09719,-0.6700662,0.78126526,48.343903,34.761356353759766,23.531375885009766,38.11082601547241,-932,0.6407852,0.6
50,40,74.920135,63.194324,116.621056,66.22024,132.9279,61.246246,156.41957,59.31114,111.35343,89.674194,132.78918,102.155,102.4014,124.69747,115.62289,123.37982,157.67786,96.57609,132.54216,151.82304,157.94211,178.7501,131.1803,26.19668,49.1378,25.42859,33.17615,25.397316,8.857177734375,1.3176498,26.803734,-0.50874066,26.927063,25.399948,36.296308517456055,37.06439781188965,37.095672607421875,-149,12.480804,0.6
72,50,87.077934,76.67479,111.24351,89.220055,157.2443,79.23697,47.587982,23.87619,119.72007,94.89659,143.78673,104.161255,84.34008,137.30687,138.83632,127.72563,184.96327,111.318146,177.4177,148.60138,200.56009,185.94144,166.42296,38.550392,131.44937,45.60376,109.4433,13.397372,86.75162506103516,9.581238,16.407486,-0.25827768,37.340057,23.142395,28.70160675048828,21.648239135742188,53.85462665557861,-226,9.264664,0.6
139,96,114.86561,61.996574,133.51665,57.18258,161.60297,52.48872,182.16422,46.34187,134.91946,86.54909,152.03667,93.20574,122.353775,121.01512,129.47519,123.59607,166.75601,94.67665,146.51059,142.05722,168.97162,153.72221,149.05656,20.854237,122.88607,19.860725,109.9267,6.795805,20.34856414794922,-2.5809479,28.919418,-0.5931789,11.664993,22.46103,33.64820098876953,34.6417121887207,47.70663261413574,-151,6.6566544,0.6
57,57,9.763609,105.89253,54.271454,105.333084,71.17945,103.76819,99.30976,108.95337,37.446335,137.0277,72.51589,138.75934,42.434937,192.29956,48.428635,188.64436,106.25853,150.90988,86.07315,206.19836,134.61462,206.00743,53.90509,70.087135,4.7491837,12.939068,5.4876986,73.45347,5.9331512451171875,3.6551971,37.73448,-0.6485012,-0.19093323,48.541473,35.899658203125,93.04772567749023,32.5333251953125,-7,1.7316437,0.6
200,128,51.015694,103.709435,1.105709,1.2352824,122.347916,102.55489,137.20415,108.25681,96.23846,142.58243,114.73145,155.13206,103.83281,201.72568,112.24068,191.1068,149.72359,137.73859,148.62979,193.67702,173.71953,214.87497,105.21833,66.68022,69.25382,60.109993,62.163864,26.369244,6.832867940266922,10.618881,53.36821,-1.3943344,21.197952,25.089737,38.160161336263016,44.73038991292317,78.47113927205403,-25,12.549637,0.6
102,84,64.42736,74.31174,1.8235406,2.1746607,116.97496,75.59346,130.14825,76.45805,83.21911,96.24732,102.91152,99.713646,76.49061,130.71445,82.524956,129.09424,129.0409,114.93192,101.70708,143.87604,131.4874,156.91649,113.987885,32.51715,66.48091,35.38719,50.422455,11.569534,2.2853597005208286,1.6202087,14.162315,-0.30033183,13.040451,29.78032,42.937266031901046,40.06722513834636,63.884882609049484,-5,3.4663239,0.6
84,57,119.257095,57.449574,122.5933,58.983185,134.4238,57.01089,165.27678,56.268417,123.25243,79.4628,144.26347,80.92263,121.24041,132.51958,143.86525,105.541,158.3082,89.71236,154.97653,121.63647,162.65721,141.71356,138.15508,18.058697,110.16276,21.59224,94.626114,12.343017,3.1534500122070312,26.978577,15.828644,-1.1548362,20.077095,7.6806793,39.369319915771484,35.835777282714844,45.08500003814697,15,1.4598312,0.6
74,58,49.48591,74.24022,89.869,70.37221,104.558624,67.20076,125.83009,68.82232,86.92746,107.07527,107.83684,111.84794,68.0142,142.2063,116.66357,121.65121,144.09218,98.489685,110.1222,155.22571,138.3248,159.50288,96.88735,31.15248,40.510124,52.860054,23.857779,31.699303,8.589347839355469,20.555092,23.161522,-0.574629,4.277176,28.202599,39.00639533996582,17.29882049560547,38.459571838378906,-281,4.772667,0.6
60,48,28.486229,102.18093,52.336494,92.54338,83.40758,118.04811,96.3685,102.57824,64.965385,125.684784,81.87564,138.72318,52.364918,194.58725,70.86892,169.89328,88.81724,157.05605,90.586655,190.9645,103.33287,216.1497,81.074066,78.39707,47.41523,60.38319,34.67098,54.49201,28.420883178710938,24.69397,12.8372345,-1.0295972,25.185211,12.746216,25.440589904785156,43.454471588134766,49.34565353393555,102,13.038391,0.6
159,111,62.88799,62.549835,120.01323,62.358322,149.07063,60.177753,166.87682,53.478405,111.36272,115.38274,137.639,112.98427,60.653805,129.54947,137.15764,140.43733,166.76355,111.03127,145.17307,158.61366,180.16977,177.63013,120.986404,11.341543,82.01998,16.326677,64.918205,5.146985,12.325347900390625,-10.887863,29.40606,-0.17451929,19.016464,34.996704,48.29953575134277,43.314401626586914,54.494093894958496,-1286,2.398468,0.6
