width,height,keypoint_0_x,keypoint_0_y,keypoint_1_x,keypoint_1_y,keypoint_2_x,keypoint_2_y,keypoint_3_x,keypoint_3_y,keypoint_4_x,keypoint_4_y,keypoint_5_x,keypoint_5_y,keypoint_6_x,keypoint_6_y,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,quality
94,51,98.09129,61.771675,116.87762,38.086555,134.96219,110.40993,131.34035,192.48999,115.68884,157.69711,75.11483,173.25313,51.81865,92.47116,18.786324,48.638252,3.6218414,34.792877,15.556015,-82.00892130533853,0.6
99,47,78.22009,71.80245,106.15501,32.567368,115.65518,110.60552,114.87679,187.63716,98.799965,160.7407,55.567097,188.82074,44.52072,143.45087,27.934914,38.80307,0.778389,26.896454,28.080032,-35.61533610026041,0.6
41,33,79.70865,122.827484,157.69345,19.496235,183.77629,127.7586,165.03809,204.68542,140.58336,202.27103,8.018555,2.1899827,61.976387,210.31181,77.9848,4.931114,18.738205,2.4143982,-200.08104,73.92967224121094,0.6
80,50,85.883484,101.838455,110.4029,58.308277,136.54741,159.72987,119.41188,214.90121,103.64523,201.64378,11.089324,1.6949992,50.734535,211.36267,24.519417,57.89142,17.135529,13.257431,-199.94879,71.9493408203125,0.6
123,93,111.02448,58.602943,123.43994,37.989616,133.35333,81.88112,128.87556,122.15601,118.13899,97.09609,69.851364,129.47562,49.777546,81.512955,12.415459,23.278175,4.477768,25.059921,32.379524,-34.729619344075516,0.6
285,177,161.45071,82.112335,171.58093,54.716087,191.63986,127.78522,181.92807,186.02258,174.61926,157.89107,11.646924,1.2596906,29.066006,197.25467,10.1302185,45.672882,9.711792,28.131516,-156.63138,82.19688924153645,0.6
114,71,122.482925,63.835426,149.96983,8.417281,181.2575,110.691246,180.30838,220.14993,165.1025,204.94666,86.76285,214.09932,44.006626,162.7952,27.486908,46.85582,0.9491272,15.203278,9.152664,-50.270111083984375,0.6
144,108,128.62193,112.00929,145.92989,96.392624,154.69649,131.75917,150.60617,173.5721,134.72218,147.8646,93.42168,166.05139,75.28285,115.37368,17.307953,19.749878,4.090317,25.707504,18.186798,-47.122352600097656,0.6
111,75,102.44499,151.18561,124.46631,129.16284,123.45548,179.42033,119.04653,218.51343,106.98106,196.46626,51.364143,214.97621,28.856071,148.87398,22.021317,28.234726,4.408951,22.047165,18.509949,-61.11131286621094,0.6
111,87,107.75067,110.839516,119.79294,110.10963,124.33187,137.95305,121.22642,170.21051,102.68438,138.03036,50.722126,155.83267,34.89958,128.1331,12.042267,27.113533,3.1054535,32.180145,17.802307,-26.558080037434905,0.6
144,99,134.92395,137.98434,144.94427,138.613,147.29735,158.97363,145.05852,191.75325,133.52887,162.3066,89.99818,175.44415,79.2249,154.98132,10.020325,20.989288,2.2388306,29.446655,13.137558,-21.52001953125,0.6
76,58,108.5087,149.38982,125.77002,122.62857,143.47218,164.42075,133.53905,211.29868,117.7059,181.45026,84.08669,198.83337,73.45047,166.01779,17.261322,15.03093,9.933136,29.84842,17.383118,-31.176300048828125,0.6
129,84,25.047754,122.34669,65.475365,59.611797,64.73957,120.40758,68.11278,188.81865,37.0897,155.07101,6.863036,184.80347,0.78984636,3.388484,40.427612,-1.9391098,3.373207,33.747635,29.732452,-172.84255441029867,0.6
92,58,124.634254,135.31392,151.9386,103.27399,158.22038,152.93845,146.12415,196.13759,6.9545593,4.479327,88.12294,196.32256,101.78177,171.48164,27.304344,17.624527,12.096237,191.65826,191.84323,39.168492635091155,0.6
47,34,106.41467,48.021122,142.41203,57.32973,149.71324,97.163025,143.61835,140.03723,117.29417,104.53085,74.68318,96.45546,47.676926,66.89061,35.99736,49.141903,6.0948944,35.50638,-8.075394,-46.78391011555989,0.6
149,111,88.76619,92.95082,116.61942,62.698772,124.96208,119.889404,119.93634,172.87514,103.66006,157.38362,61.325577,165.98578,52.25515,134.02347,27.853233,26.938583,5.0257416,15.491516,8.602158,-31.391377766927093,0.6
62,47,98.27715,96.501045,129.87592,43.982033,124.36771,120.68264,120.64571,187.20532,98.162476,157.96123,71.586235,183.68411,76.98951,123.32747,31.598763,24.181595,3.7219925,29.244095,25.722885,-52.95610046386719,0.6
97,84,96.801,76.60738,126.63295,62.76577,131.17743,108.58012,124.7214,152.02324,104.98497,137.0889,82.408585,143.7765,71.46479,128.12236,29.831947,31.972733,6.456032,14.934341,6.687607,-16.173843383789062,0.6
84,72,125.4978,49.60842,118.30663,42.58554,146.04056,122.521225,138.22905,181.70493,111.88505,157.3372,113.77877,147.45235,176.09729,19.140148,-7.1911697,72.9128,7.811508,24.367722,-9.884857,-143.0246671040853,0.6
46,34,100.14427,95.89019,118.73007,44.113262,141.5751,105.40786,141.03557,169.0385,120.323326,148.19983,85.34825,157.47122,68.75183,133.264,18.5858,9.51767,0.5395355,20.838669,9.271393,-24.972513834635407,0.6
84,68,80.3381,91.71597,93.51854,28.631184,115.266266,79.75101,120.636475,132.37314,108.01148,118.24269,56.052536,143.25006,29.871555,85.437454,13.180443,-11.964966,5.3702087,14.130447,25.00737,-45.85118103027344,0.6
96,62,32.063267,96.00932,44.909122,53.147232,70.216484,122.951385,66.90803,198.3711,50.0744,146.61151,20.541319,169.79271,9.226402,167.49323,12.845856,26.942062,3.3084564,51.759583,23.181198,-4.098551432291657,0.6
72,84,44.235306,97.872055,68.30741,86.61264,60.738174,120.08731,49.652695,146.98997,39.24417,118.724785,4.190658,4.164057,4.512761,6.6039386,24.072105,22.215256,11.08548,28.26519,-114.56073,-83.35566631952922,0.6
66,60,52.51224,115.377365,77.9352,80.43247,93.16293,126.75067,85.24365,186.69473,72.14059,152.1954,39.155594,162.43347,21.225765,146.0975,25.422962,11.373306,7.919281,34.49933,10.238068,-21.010365804036468,0.6
54,57,71.6881,61.107227,100.74898,39.79537,106.65173,109.06325,92.39601,176.27391,60.809708,145.73373,8.617169,140.58846,4.806365,6.614969,29.060875,47.95602,14.255722,30.540176,-5.145279,-147.58372100194296,0.6
99,63,90.47209,90.039085,110.08697,39.42569,125.67703,96.6185,136.42923,148.56097,123.24921,145.21712,83.68689,152.74562,51.80174,79.50011,19.614876,6.5794144,10.752197,3.3438568,7.5285034,-69.34112040201822,0.6
63,52,139.42838,92.17167,147.77968,65.54762,144.09248,112.861046,145.41515,162.01562,173.8086,93.67095,161.78702,137.97961,181.7861,113.68691,8.351303,20.689377,1.3226624,68.34467,44.308662,-17.5351537068685,0.6
82,48,87.065,89.138626,104.63001,45.293755,132.91742,131.70682,116.28499,199.74518,8.773966,3.640148,12.305404,1.2441791,44.718872,48.321842,17.56501,42.56819,16.632431,196.10503,-2.395969,-19.887996673583984,0.6
45,19,100.24191,76.47563,113.77825,26.934254,122.725426,105.0501,117.01419,189.86812,90.75514,161.97705,59.469364,177.704,53.97525,99.02541,13.536339,28.57447,5.711235,27.891068,15.726944,-77.4909642537435,0.6
75,64,80.84908,75.238174,97.87063,36.713253,109.82064,105.77997,108.54697,179.16428,94.86557,143.72787,51.05873,149.05252,39.291027,131.95108,17.021545,30.541794,1.273674,35.4364,5.324646,-25.363810221354157,0.6
41,31,105.545525,99.68549,177.46904,59.329536,161.09126,112.34571,171.28394,178.11543,159.35773,150.13791,86.33662,169.21144,19.28393,0.055136442,71.923515,12.660217,10.192673,27.977524,19.073532,-165.7664577960968,0.6
70,30,99.451515,106.51364,116.18089,25.522915,128.28084,93.1691,127.42408,171.65845,104.63606,155.70016,72.18063,163.09409,59.282364,35.809456,16.729378,-13.344543,0.8567581,15.958282,7.393921,-127.67477671305338,0.6
69,27,85.44644,97.959045,91.42707,32.607677,115.37702,180.4571,19.835266,6.424845,0.016391084,4.671852,9.215917e-05,1.0978926,49.276176,157.06279,5.980629,82.49806,95.541756,1.7529931,-3.5739594,152.99792671203613,0.6
105,87,118.21973,26.005053,158.5159,5.440427,161.12877,37.24956,159.38467,88.38398,138.22229,64.98475,102.45141,76.62116,82.98449,26.626766,40.296173,11.244509,1.7440948,23.399231,11.636414,-50.03653335571289,0.6
51,63,48.03135,92.010155,79.46136,69.83327,77.530495,117.60228,56.174545,176.63826,47.154514,118.5229,2.7445781,2.7701662,2.7351744,3.3001256,31.430008,25.592125,21.35595,58.115356,-115.75274,-96.01031955083211,0.6
92,60,5.6268263,4.916348,141.19989,50.811134,150.72232,116.583206,148.31534,169.8488,137.23318,158.85837,89.533455,161.12543,65.40621,101.35952,135.57306,111.666855,2.4069824,10.990433,2.2670593,-61.918006896972656,0.6
100,71,110.34368,65.7097,22.777454,25.373375,131.0303,95.7111,137.16331,188.07106,115.79982,116.583015,72.746895,134.02235,67.85613,104.87932,-87.56622,30.001396,6.133011,71.488045,17.439339,-41.346165974934905,0.6
62,37,84.74175,100.5255,95.773056,29.044313,120.15351,98.85912,121.4962,185.38553,104.60092,144.7072,69.70961,177.56265,43.93935,86.11072,11.031303,-1.6663742,1.3426895,40.67833,32.855453,-83.10773722330728,0.6
88,83,109.317375,87.50692,112.296936,68.94642,161.03603,113.738106,164.88818,166.34567,143.02534,152.87766,93.05655,152.06345,48.48034,105.16139,2.9795609,26.231186,3.8521576,13.468018,-0.814209,-51.93419901529947,0.6
96,59,85.27459,59.055237,107.70614,24.295553,126.021965,74.046326,126.23759,125.529495,100.576195,102.94182,72.35392,113.186874,53.175007,73.633766,22.43155,14.991089,0.21562195,22.587677,10.245056,-40.25230153401692,0.6
97,77,119.01211,66.70024,125.0737,47.463226,165.81485,101.05299,170.46997,157.73215,140.90372,140.98367,99.5262,137.4984,58.00473,90.756226,6.061592,34.352753,4.655121,16.748474,-3.4852753,-54.64851888020834,0.6
69,55,108.43278,79.05059,115.188,45.888607,131.52478,100.10317,131.46603,155.32341,114.95198,123.51656,77.61623,140.64781,59.484432,122.94932,6.755226,21.052582,0.058746338,31.806847,17.131248,-16.87994639078775,0.6
98,72,100.81513,109.758736,114.17141,70.502686,132.49786,116.66665,133.31648,171.86151,127.11944,153.8221,100.84421,168.41481,69.92228,131.68433,13.356277,6.907913,0.8186188,18.039413,14.592712,-33.01513671875,0.6
73,57,106.61618,72.241196,110.7622,41.085785,154.97803,106.12113,160.5115,173.88168,113.53734,137.47844,67.15458,129.56311,36.204014,76.11174,4.146019,33.879936,5.533478,36.403244,-7.915329,-70.86266581217447,0.6
130,88,103.619194,91.45966,115.233864,59.68772,129.96046,106.65604,125.40497,150.79832,106.90541,136.50008,74.686134,151.80615,61.209286,110.36041,11.61467,15.196373,4.555496,14.298248,15.306076,-36.00777180989584,0.6
78,39,116.72582,63.675938,135.28021,45.784687,140.3094,113.15646,139.46242,179.49008,118.23913,128.70485,86.19347,166.69937,75.15859,145.90024,18.55439,49.480526,0.84698486,50.785233,37.994522,-12.397867838541657,0.6
75,55,104.11046,82.24228,114.787384,63.40545,124.47624,116.89131,112.97642,177.95334,99.38056,143.12244,66.42204,150.30441,59.360218,55.58379,10.676926,34.649033,11.499825,34.830902,7.1819763,-101.54293950398764,0.6
53,81,90.35486,62.562057,122.19989,36.016457,164.84679,100.61767,167.64807,182.7554,77.24326,104.7437,9.697155,3.257061,2.1742275,107.19463,31.845032,38.05561,2.8012848,78.0117,-101.48663,10.275922139485672,0.6
98,84,100.71153,78.33248,123.08865,63.72065,123.70941,122.31561,113.32767,184.0682,101.40246,148.53001,56.29097,171.55466,45.886887,133.08186,22.377121,43.98313,10.381744,35.538193,23.024643,-34.969090779622405,0.6
120,108,99.51849,59.550583,129.42194,24.982191,165.50354,96.73252,171.0393,182.94897,133.46158,146.74771,67.43447,174.17358,27.58904,132.73209,29.903442,37.18194,5.5357666,36.201263,27.425873,-35.22467041015625,0.6
61,45,116.05904,68.50763,138.72963,61.063942,142.21652,117.200134,127.46074,189.4643,120.73305,137.7322,72.27247,128.27719,60.33287,63.0818,22.670593,48.692505,14.755783,51.7321,-9.455002,-88.74275588989258,0.6
67,36,127.83972,94.769775,145.97644,40.78887,171.23457,119.772316,161.41342,208.854,149.9722,154.91275,108.5083,186.21799,88.84941,74.92062,18.136719,25.00254,9.821152,53.941254,31.305237,-108.40762329101562,0.6
114,84,128.53624,73.1509,145.54063,13.082443,173.07545,72.73685,176.0309,157.58488,166.03812,125.07818,72.31794,149.40535,50.15232,82.12728,17.004395,-0.41405487,2.9554443,32.506706,24.327171,-61.89552561442056,0.6
70,42,101.85005,72.26715,116.34628,35.203865,139.47289,101.936584,139.62071,170.63934,130.21902,156.06453,85.33983,174.53244,73.35647,160.14671,14.496231,29.669434,0.14782715,14.574814,18.46791,-6.9320526123046875,0.6
108,64,124.0299,77.513695,143.43529,33.224277,148.03345,94.88823,140.67606,172.28717,129.33331,119.57762,80.762085,159.14926,65.147514,100.44057,19.405388,17.374535,7.3573914,52.70955,39.57164,-49.89745585123697,0.6
53,29,129.5062,68.583084,144.50623,18.275944,144.2772,89.65367,132.21045,180.5443,127.257225,143.30693,59.79138,166.24254,70.27952,37.76486,15.0000305,21.070587,12.066757,37.237366,22.935608,-125.59972508748373,0.6
66,45,121.56094,61.24227,140.9706,62.223267,151.92914,107.69736,145.96724,158.72185,133.761,126.88766,96.95502,134.6637,80.3889,91.58683,19.409653,46.455086,5.961899,31.83419,7.776039,-48.504234313964844,0.6
39,39,146.94072,65.24459,165.20168,38.434505,185.12775,109.736664,187.96686,181.46812,160.96411,126.23805,107.18501,153.42476,80.93149,113.89577,18.260956,44.492073,2.8391113,55.230072,27.186707,-39.814539591471345,0.6
86,47,146.29274,84.38683,167.82141,57.820034,184.11693,125.00343,173.3864,204.7651,155.42505,148.2569,76.25373,180.22054,45.090443,128.36316,21.528671,40.6166,10.73053,56.50821,31.963638,-49.38435872395834,0.6
36,35,149.40268,89.86779,170.92522,32.025055,212.64319,112.36606,200.0061,211.47298,175.53932,144.39407,47.793144,167.11775,49.69645,95.325066,21.522537,22.498268,12.637085,67.0789,22.723679,-79.00320180257162,0.6
54,31,110.34828,73.09787,114.89061,48.511963,138.967,124.11615,110.920555,192.42613,115.4707,142.66075,11.004515,0.7238064,53.130043,154.64703,4.542328,51.01828,28.04644,49.76538,-141.93695,42.710133870442704,0.6
85,68,133.9064,78.34665,133.66562,52.55904,167.91501,128.20569,150.18156,186.55197,129.22502,138.17525,12.092112,0.9551829,50.15706,139.77667,-0.24078369,49.85904,17.733444,48.376724,-137.22006,31.215871175130204,0.6
128,86,93.459785,86.82701,131.32603,33.487343,137.40402,94.962616,128.82358,169.7648,118.05988,135.91374,60.741238,164.33649,44.041096,142.76443,37.86625,8.135605,8.580444,33.85106,28.422745,-13.907236735026032,0.6
234,177,89.323135,84.960335,104.93437,62.844048,120.040115,123.28341,107.49686,158.58536,105.6152,137.82074,12.3568945,1.3182833,44.09254,151.83328,15.611237,38.323074,12.543259,20.764618,-136.50246,52.59181722005208,0.6
112,88,86.01482,99.21576,133.37274,44.44356,153.56046,101.17255,149.66974,171.94734,139.08302,115.24835,82.697296,163.09421,54.788433,140.1633,47.357925,1.9567871,3.8907166,56.69899,47.845856,-9.933329264322907,0.6
103,69,92.8931,107.258934,126.60952,46.278625,118.35455,101.44753,116.36384,151.4086,92.88589,135.53062,55.92093,143.98956,40.15084,104.212006,33.716423,-5.8114014,1.990715,15.877975,8.458939,-39.43091837565103,0.6
97,79,106.62494,96.39541,131.99077,60.852467,137.03532,104.56015,133.96373,145.72675,115.7238,133.91747,91.5895,141.48657,73.96436,108.455505,25.36583,8.1647415,3.0715942,11.80928,7.569107,-31.921427408854157,0.6
142,111,100.103355,80.02868,122.831505,39.75859,140.89073,87.66549,126.991905,130.68379,98.71208,125.419586,56.638172,166.79932,47.22096,107.19223,22.72815,7.6368103,13.898827,5.264206,41.37973,-33.77533976236978,0.6
83,77,116.97441,82.7011,134.98717,69.29093,133.03946,102.67654,128.07861,133.66185,111.21209,122.44264,73.416435,133.25436,47.88444,101.8039,18.012756,19.975433,4.960846,11.219208,10.811722,-27.982383728027344,0.6
101,84,78.60984,96.39852,119.408554,43.500668,125.85625,100.12645,102.10635,173.61095,82.492294,144.42487,36.207245,163.24629,27.361074,143.75505,40.798714,3.7279282,23.749893,29.18608,18.821426,-16.672317504882812,0.6
132,115,99.81205,91.37667,135.68611,70.64083,130.58687,112.04016,123.134636,141.6926,102.7423,124.336655,49.224476,159.68927,37.81506,107.17551,35.87406,20.66349,7.4522324,17.355942,35.352615,-34.73066202799478,0.6
296,293,80.026054,101.03943,124.029724,75.0102,139.24338,113.58986,133.8633,150.4098,113.76983,130.34978,70.560356,152.32452,52.55577,126.26265,44.00367,12.55043,5.380081,20.060028,21.974747,-18.098719278971345,0.6
135,125,138.87433,84.5896,151.31732,85.704,148.95767,117.002655,143.6675,145.20576,120.35369,129.19339,78.40846,159.55975,55.874195,110.93713,12.442993,32.413055,5.2901764,16.012375,30.366364,-33.71584065755209,0.6
117,117,120.40911,116.81076,162.87923,91.4273,166.57146,125.68987,158.49391,167.95813,144.4667,156.25903,99.690475,178.25638,78.24075,147.11066,42.470116,8.879112,8.077545,11.699097,21.997345,-20.380523681640625,0.6
85,72,89.34317,96.568474,115.91023,61.68332,123.785866,100.91374,124.00015,146.99408,98.446945,131.87373,67.326965,165.97137,26.612307,91.83327,26.567062,4.3452682,0.2142868,15.120346,34.09764,-56.44645690917969,0.6
77,59,100.93848,63.492435,119.47833,48.21219,127.52812,95.13107,128.73479,143.13321,87.052155,108.35153,33.59458,145.82289,9.586344,4.5270505,18.539856,31.638638,1.206665,34.781677,37.47136,-127.90882190068564,0.6
42,41,132.55782,123.910194,160.48161,76.86379,187.96768,136.55814,193.9313,195.6698,154.48152,160.34026,117.312874,176.98944,57.97776,116.75618,27.923798,12.647942,5.963623,35.329544,16.649185,-60.91032409667969,0.6
142,76,127.04965,63.991665,150.95348,8.88115,168.32156,58.856495,169.18565,150.80118,153.41397,104.11937,111.653854,131.18864,91.71761,122.46952,23.903824,-5.13517,0.86408997,46.68181,27.069275,-6.233543395996094,0.6
68,48,115.664024,68.99986,167.79677,27.730747,161.26877,91.330124,167.40561,163.34926,132.95044,130.0166,105.838066,171.05992,57.926384,123.31618,52.132744,22.330261,6.136841,33.332657,41.04332,-31.492416381835938,0.6
69,59,110.99851,99.78637,156.20389,58.90516,172.3095,101.8693,161.94244,155.21782,147.26906,125.30788,104.23332,160.74394,86.62234,141.3604,45.205376,2.0829315,10.36705,29.909943,35.436066,-5.72948710123697,0.6
77,56,86.046234,74.53422,114.11937,39.543415,137.03127,116.55708,134.20341,196.17326,105.64635,154.13669,70.02284,190.83992,48.238327,158.18225,28.073135,42.022865,2.8278503,42.036575,36.70323,-22.201029459635407,0.6
58,38,89.0261,87.47846,118.123436,34.368603,121.46293,103.08452,117.56564,182.11723,93.86077,126.71977,34.269737,114.668884,20.956509,72.31116,29.097336,15.606056,3.8972855,55.39746,-12.050888,-68.85747273763022,0.6
97,59,95.55697,63.555386,116.53539,21.28754,123.127785,88.25695,128.21024,174.21594,105.91401,131.99292,73.00069,149.97763,46.418816,96.07964,20.978424,24.701565,5.082451,42.223022,17.98471,-55.982521057128906,0.6
53,47,99.387405,79.5335,178.52747,14.962515,159.3674,104.96061,156.47551,204.13342,123.78369,184.85562,78.22811,213.66391,54.85594,179.82733,79.14006,25.427109,2.8918915,19.277802,28.808289,-21.056986490885407,0.6
76,47,149.44907,57.62698,171.69075,42.32244,173.31088,115.27787,176.39572,188.5134,154.33595,136.39159,105.76427,142.0549,79.065445,94.08189,22.241684,57.65089,3.0848389,52.12181,5.663315,-61.57140350341797,0.6
39,25,81.55475,110.12137,150.29205,31.116604,160.08224,118.70666,155.78705,207.55255,131.67688,157.3048,75.31497,184.12169,53.905064,167.7363,68.737305,8.585289,4.2951965,50.247757,26.816895,-15.256724039713532,0.6
54,38,86.48691,78.36627,120.72215,31.753513,151.92352,94.07687,150.44354,165.90088,130.31041,153.99611,74.772095,192.67168,43.37721,167.08514,34.235245,15.710602,1.4799805,11.90477,38.675568,-3.771077473958343,0.6
50,39,115.19459,100.7667,149.27826,49.717426,151.87784,121.88865,144.713,200.17905,131.70012,169.00172,97.689224,209.00078,65.16948,182.80469,34.08367,21.121948,7.1648407,31.177322,39.999054,-9.922505696614593,0.6
60,38,111.5421,77.32045,126.89679,28.704159,161.62776,97.325516,157.10918,189.62442,138.3617,105.898674,93.51846,181.43614,68.590904,156.41562,15.354691,20.005066,4.518585,83.725746,75.53747,-2.570790608723968,0.6
66,46,111.437515,78.54767,135.67758,48.25582,156.49294,107.35646,145.87486,183.90317,145.36836,172.46216,84.35469,184.32971,55.516357,84.46272,24.240067,28.808792,10.6180725,11.4410095,11.867554,-95.76896667480469,0.6
43,35,130.69388,72.363235,150.61069,51.69222,152.46782,97.02773,149.2195,144.00174,129.69821,125.76697,94.734604,147.99638,64.42374,134.6331,19.91681,24.664497,3.2483215,18.234772,22.229416,-4.621922810872405,0.6
75,46,135.71567,92.22161,169.50833,25.542719,169.55911,103.65642,173.9112,189.20126,151.43663,143.22894,122.73684,189.04779,99.64407,168.95906,33.792664,11.434807,4.3520813,45.97232,45.818848,-4.86694844563803,0.6
49,33,121.57204,73.27498,185.35553,13.88424,173.57584,103.107315,168.68037,211.85974,154.831,152.01038,115.56572,190.06754,101.79482,133.53613,63.783493,29.832336,4.895462,59.849365,38.05716,-51.1097412109375,0.6
71,50,100.81439,78.89082,139.32852,31.020033,146.39015,92.303024,143.4276,162.86234,126.90021,150.38011,97.7384,166.74957,78.63306,137.47256,38.51413,13.412201,2.962555,12.4822235,16.369461,-22.524770100911468,0.6
106,48,117.933685,60.117195,140.0243,52.75573,148.75327,129.5266,141.98355,204.97806,130.56425,173.13971,107.78838,211.32805,81.76889,170.91183,22.090622,69.4094,6.7697144,31.838348,38.18834,-25.570098876953125,0.6
127,83,97.1162,86.97781,114.25009,28.920536,130.06396,100.13802,124.04355,185.47678,118.14437,148.59271,81.33971,146.45798,83.16579,117.7016,17.133888,13.16021,6.0204163,36.884064,-2.134735,-42.47422281901041,0.6
25,20,17.623987,9.676329,125.85224,29.32514,171.7644,91.91413,170.09511,160.98135,140.89844,122.158485,109.12437,161.71071,78.55524,128.3327,108.22826,82.2378,1.6692963,38.82287,39.552223,-19.9508056640625,0.6
92,59,126.13558,58.105076,135.71497,31.22485,157.02483,106.39034,153.19435,194.91992,122.495056,135.36938,84.39974,164.21828,62.41818,128.20345,9.579384,48.285267,3.8304749,59.550537,28.848892,-36.632410685221345,0.6
61,48,90.225204,82.947205,131.7358,23.917864,160.14215,111.59481,167.89612,200.86348,135.6117,149.46805,79.640305,169.63434,53.832703,143.82721,41.51059,28.647606,7.7539673,51.39543,20.16629,-29.4947509765625,0.6
76,48,102.22078,73.463776,126.30534,65.52181,141.19284,132.7873,138.8265,200.03978,124.468765,164.84189,94.806244,202.77162,65.451866,146.80972,24.084564,59.323517,2.366333,35.19789,37.929733,-42.40803019205728,0.6
43,29,100.67525,69.17365,156.36551,48.476368,161.30093,112.37605,152.5392,189.22975,131.63542,138.43098,65.956215,176.8447,35.733063,124.22547,55.69026,43.2024,8.761734,50.798767,38.41371,-43.94300587972006,0.6
65,57,113.49328,109.26455,148.6971,70.940704,155.50491,121.27267,153.00287,177.95233,136.26271,149.21404,95.793015,167.26593,68.01358,137.42209,35.20382,12.008118,2.5020447,28.738297,18.051895,-27.388682047526032,0.6
